"Id","ID pojazdu","ID pasażera","Rola","Data urodzenia","Płeć","Uprawnienia do prowadzenia pojazdu","Pod wpływem","Liczba lat kierowania","Przyczyna wypadku","Kara","Obrażenia","Nieprawidłowe użycie"
91764350,"2","1","Kierujący","1994-06-19","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niezachowanie bezp. odl. między pojazdami","Wniosek o ukaranie",NA,NA
91781336,"1","1","Kierujący","1961-10-14","Kobieta","Posiada","Trzeźwy","19",NA,NA,NA,NA
91781336,"2","1","Kierujący","1992-05-31","Kobieta","Nie wymagane","Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Mandat karny",NA,NA
91781916,"1","1","Kierujący","1970-09-18","Mężczyzna","Posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
91781916,"2","1","Kierujący","1939-11-30","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91782423,"1","1","Kierujący","1987-06-17","Mężczyzna","Posiada","Trzeźwy","5",NA,NA,NA,NA
91782423,"2","1","Kierujący","1953-12-02","Mężczyzna","Nie wymagane","Alkoholu",NA,"Nieprawidłowe: skręcanie","Wniosek o ukaranie","Ranny lekko",NA
91785034,"1","1","Kierujący","1977-08-25","Kobieta","Posiada","Trzeźwy",NA,NA,NA,NA,NA
91785034,"2","1","Kierujący","1991-02-19","Mężczyzna","Posiada","Trzeźwy","1","Niedostosowanie prędkości do warunków ruchu","Mandat karny",NA,NA
91785452,"1","1","Kierujący","1971-01-24","Kobieta","Posiada","Trzeźwy",NA,NA,NA,NA,NA
91785452,"2","1","Kierujący","2002-12-20","Mężczyzna","Posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Ranny lekko",NA
91785687,"1","1","Kierujący","1977-09-22","Kobieta","Posiada","Trzeźwy","10",NA,NA,NA,NA
91785687,"2","1","Kierujący","1981-10-02","Mężczyzna","Posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91787998,"1","1","Kierujący","1956-09-25","Kobieta","Posiada","Trzeźwy",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Mandat karny",NA,NA
91787998,"2","1","Kierujący","1985-07-04","Mężczyzna","Posiada","Trzeźwy","7",NA,NA,NA,NA
91788026,"1","1","Kierujący","1984-10-24","Mężczyzna","Nie wymagane","Alkoholu",NA,NA,NA,"Ranny lekko",NA
91788026,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,NA,"Dochodzenie",NA,NA
91790293,"1","1","Kierujący","1955-07-13","Mężczyzna","Posiada","Trzeźwy","30",NA,NA,NA,NA
91790293,"2","1","Kierujący","1959-02-26","Mężczyzna","Nie wymagane","Alkoholu","41","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
91791847,"1","1","Kierujący","1978-11-02","Mężczyzna","Posiada","Trzeźwy","13",NA,NA,NA,NA
91791847,"2","1","Kierujący","1949-10-24","Kobieta","Nie wymagane","Trzeźwy","43","Nieprawidłowe: omijanie","Dochodzenie","Ranny lekko",NA
91791886,"1","1","Kierujący","1983-03-22","Kobieta","Posiada","Trzeźwy","10",NA,NA,NA,NA
91791886,"2","1","Kierujący","1947-02-04","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Wniosek o ukaranie",NA,NA
91792468,"1","1","Kierujący","1960-11-29","Kobieta","Posiada","Trzeźwy",NA,"Niezachowanie bezp. odl. między pojazdami","Dochodzenie",NA,NA
91792468,"2","1","Kierujący","1992-12-15","Kobieta","Posiada","Trzeźwy",NA,"Nieprawidłowe: skręcanie","Dochodzenie","Ranny lekko",NA
91792550,"1","1","Kierujący","1977-12-13","Mężczyzna","Posiada","Trzeźwy","12",NA,NA,NA,NA
91792550,"2","1","Kierujący","1992-09-22","Mężczyzna","Posiada","Trzeźwy","2","Nieprawidłowe: zmienianie pasa ruchu","Mandat karny",NA,NA
91793966,"1","1","Kierujący","1990-05-02","Mężczyzna","Posiada","Trzeźwy","0",NA,NA,NA,NA
91793966,"2","1","Kierujący","2001-10-03","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Ranny lekko",NA
91796853,"1","1","Kierujący","1973-06-30","Mężczyzna","Posiada","Trzeźwy","18",NA,NA,NA,NA
91796853,"2","1","Kierujący","2000-12-01","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Ranny lekko",NA
91847924,"1","1","Kierujący","1975-07-24","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91847924,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,NA,"Wniosek o ukaranie",NA,NA
91848530,"1","1","Kierujący","1992-07-12","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91848530,"2","1","Kierujący","1956-03-30","Kobieta","Posiada","Trzeźwy","32","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91848553,"1","1","Kierujący","1966-02-28","Mężczyzna",NA,"Trzeźwy",NA,NA,NA,NA,NA
91848553,"2","1","Kierujący","1988-05-04","Mężczyzna","Posiada","Trzeźwy","4","Nieprawidłowe: skręcanie","Mandat karny",NA,NA
91850910,"1","1","Kierujący","1962-08-05","Mężczyzna","Posiada","Trzeźwy","30",NA,NA,NA,NA
91850910,"2","1","Kierujący","1980-11-29","Kobieta","Nie wymagane","Trzeźwy",NA,NA,"Pouczenie",NA,NA
91852116,"1","1","Kierujący","2000-11-30","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91852116,"2","1","Kierujący","1989-10-10","Mężczyzna","Posiada","Trzeźwy","0","Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Dochodzenie",NA,NA
91856342,"1","1","Kierujący","1983-11-02","Mężczyzna","Posiada","Trzeźwy","8",NA,NA,NA,NA
91856342,"2","1","Kierujący","1935-03-11","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Smierć na miejscu",NA
91856388,"1","1","Kierujący","1982-10-30","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91856388,"2","1","Kierujący","1963-10-17","Kobieta","Posiada","Trzeźwy","4","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91856398,"1","1","Kierujący","1982-03-21","Kobieta","Posiada","Trzeźwy","11",NA,NA,NA,NA
91856398,"2","1","Kierujący","1991-11-16","Mężczyzna","Posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91857323,"1","1","Kierujący","1963-09-24","Kobieta","Posiada","Trzeźwy","25",NA,NA,NA,NA
91857323,"2","1","Kierujący","1982-04-07","Mężczyzna","Posiada","Trzeźwy","9","Niedostosowanie prędkości do warunków ruchu","Mandat karny",NA,NA
91857470,"1","1","Kierujący","1932-02-04","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91857470,"2","1","Kierujący","1979-03-31","Mężczyzna","Posiada","Trzeźwy","7","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91860999,"1","1","Kierujący","1982-03-24","Mężczyzna","Posiada","Trzeźwy","10",NA,NA,NA,NA
91860999,"2","1","Kierujący","1984-06-28","Kobieta","Posiada","Trzeźwy","7",NA,NA,NA,NA
91860999,"3","1","Kierujący","1954-11-19","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Ranny lekko",NA
91861100,"1","1","Kierujący","1969-11-22","Kobieta","Posiada","Trzeźwy","20",NA,NA,NA,NA
91861100,"2","1","Kierujący","1997-01-04","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Dochodzenie",NA,NA
91861139,"1","1","Kierujący","1968-05-25","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91861139,"2","1","Kierujący","1970-11-05","Kobieta","Posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
91861916,"1","1","Kierujący","1991-07-25","Kobieta","Posiada","Trzeźwy","1",NA,NA,NA,NA
91861916,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieprawidłowe: skręcanie","Wniosek o ukaranie",NA,NA
91862211,"1","1","Kierujący","1979-11-17","Mężczyzna","Posiada","Trzeźwy",NA,"Nieprzestrzeganie innych sygnałów","Dochodzenie",NA,NA
91864887,"1","1","Kierujący","1941-01-08","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91864887,"2","1","Kierujący","Nieustalona","Mężczyzna",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
91869003,"1","1","Kierujący","1976-03-24","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Inny organ",NA,NA
91873024,"1","1","Kierujący","1963-08-05","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91873024,"2","1","Kierujący","1964-01-05","Mężczyzna","Posiada","Trzeźwy","24","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
91873506,"1","1","Kierujący","1945-05-23","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91873506,"2","1","Kierujący","1984-11-26","Kobieta","Posiada","Trzeźwy","1","Nieprawidłowe: skręcanie","Mandat karny",NA,NA
91873788,"2","1","Kierujący","1969-12-10","Mężczyzna","Posiada","Trzeźwy",NA,"Nieprawidłowe: przejeżdżanie przejścia dla rowerów","Mandat karny",NA,NA
91873788,"2","2","Kierujący","1975-10-30","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91881922,"1","1","Kierujący","1952-11-07","Mężczyzna","Posiada","Trzeźwy","32",NA,NA,"Ranny lekko",NA
91881922,"2","1","Kierujący","1953-11-21","Kobieta","Posiada","Trzeźwy","5","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
91882263,"1","1","Kierujący","1962-08-20","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91882263,"2","1","Kierujący","1954-03-28","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: wymijanie","Dochodzenie",NA,NA
91882727,"1","1","Kierujący","1967-08-19","Mężczyzna","Posiada","Trzeźwy","26",NA,NA,NA,NA
91882727,"2","1","Kierujący","2002-01-29","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny organ","Ranny lekko",NA
91883545,"1","1","Kierujący","1983-04-26","Mężczyzna","Posiada","Trzeźwy","7",NA,NA,NA,NA
91883545,"2","1","Kierujący","1940-11-20","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: skręcanie","Mandat karny","Ranny lekko",NA
91883970,"1","1","Kierujący","1957-04-10","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91883970,"2","1","Kierujący","1966-12-19","Mężczyzna","Posiada","Trzeźwy","24","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
91884032,"1","1","Kierujący","1960-05-08","Kobieta","Posiada","Trzeźwy","20",NA,NA,NA,NA
91884032,"2","1","Kierujący","2007-08-18","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieprawidłowe: przejeżdżanie przejścia dla rowerów",NA,NA,NA
91885224,"1","1","Kierujący","1973-04-17","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91885224,"2","1","Kierujący","1901-01-01","Mężczyzna","Posiada","Trzeźwy",NA,"Nieprawidłowe: Zawracanie","Wniosek o ukaranie",NA,NA
91885568,"1","1","Kierujący","1936-03-27","Mężczyzna","Posiada","Trzeźwy","56",NA,NA,"Ranny lekko",NA
91885568,"2","1","Kierujący","1976-02-03","Kobieta","Posiada","Trzeźwy","4","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91885706,"1","1","Kierujący","1995-12-17","Mężczyzna","Posiada","Trzeźwy","3",NA,NA,NA,NA
91885706,"2","1","Kierujący","1970-09-07","Mężczyzna","Posiada","Trzeźwy","19","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91885873,"1","1","Kierujący","2001-11-16","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91885873,"2","1","Kierujący","1928-03-23","Mężczyzna","Posiada","Trzeźwy","56","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
91885911,"1","1","Kierujący","1942-09-14","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91885911,"2","1","Kierujący","1981-10-30","Mężczyzna","Posiada","Trzeźwy","11","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
91885945,"1","1","Kierujący","1978-02-25","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91885945,"2","1","Kierujący","1961-12-13","Kobieta","Posiada","Trzeźwy","3","Niezachowanie bezp. odl. między pojazdami","Wniosek o ukaranie",NA,NA
91887039,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,NA,NA,NA,NA
91887039,"2","1","Kierujący","1939-02-28","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Pouczenie",NA,NA
91887072,"1","1","Kierujący","1929-04-29","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Śmierć w ciągu 30 dni",NA
91887072,"2","1","Kierujący","1955-10-28","Mężczyzna","Posiada","Trzeźwy","18","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
91887256,"1","1","Kierujący","1972-01-29","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91887256,"2","1","Kierujący","1976-08-24","Mężczyzna","Posiada","Trzeźwy","16","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91887415,"1","1","Kierujący","1986-06-01","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91887415,"2","1","Kierujący","1966-07-18","Mężczyzna","Posiada","Trzeźwy","28","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91889873,"1","1","Kierujący","1953-04-24","Kobieta","Posiada","Trzeźwy",NA,"Nieprawidłowe: przejeżdżanie przejścia dla rowerów","Wniosek o ukaranie",NA,NA
91889873,"2","1","Kierujący","1980-02-26","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91897871,"1","1","Kierujący","1938-06-08","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Pouczenie",NA,NA
91897871,"2","1","Kierujący","1951-09-27","Mężczyzna","Posiada","Trzeźwy","25",NA,NA,NA,NA
91905871,"1","1","Kierujący","1991-04-14","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91905871,"2","1","Kierujący","1947-10-09","Mężczyzna","Posiada","Trzeźwy","9","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
91906282,"1","1","Kierujący","2000-02-12","Kobieta","Posiada","Trzeźwy","1",NA,NA,NA,NA
91906282,"2","1","Kierujący","1958-06-03","Mężczyzna","Posiada","Trzeźwy","34","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91906413,"1","1","Kierujący","1947-04-13","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91906413,"2","1","Kierujący","Nieustalona","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Dochodzenie","Ranny lekko",NA
91906887,"1","1","Kierujący","1985-02-18","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91906887,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieprawidłowe: wyprzedzanie","Wniosek o ukaranie",NA,NA
91907312,"1","1","Kierujący","1986-03-27","Mężczyzna","Posiada","Trzeźwy","6",NA,NA,NA,NA
91907312,"2","1","Kierujący","1985-04-15","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Mandat karny",NA,NA
91907393,"1","1","Kierujący","1985-05-18","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91907393,"2","1","Kierujący","1980-01-02","Mężczyzna","Posiada","Trzeźwy","12","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91907438,"1","1","Kierujący","1991-06-26","Mężczyzna",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa pieszemu","Dochodzenie",NA,NA
91909884,"1","1","Kierujący","1965-11-14","Kobieta","Posiada","Trzeźwy",NA,NA,NA,NA,NA
91909884,"2","1","Kierujący","2000-03-30","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu",NA,NA,NA
91914040,"1","1","Kierujący","1953-03-15","Kobieta","Posiada","Trzeźwy","27",NA,NA,NA,NA
91914040,"2","1","Kierujący","2002-03-08","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Ranny lekko",NA
91914108,"1","1","Kierujący","1982-07-05","Mężczyzna","Posiada","Trzeźwy","10",NA,NA,NA,NA
91914108,"2","1","Kierujący","1999-04-17","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Ranny lekko",NA
91914141,"1","1","Kierujący","1963-02-07","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91914141,"2","1","Kierujący","1969-11-09","Kobieta","Posiada","Trzeźwy","19","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91916204,"1","1","Kierujący","1981-03-02","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91916204,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,NA,"Dochodzenie",NA,NA
91916243,"1","1","Kierujący","1993-07-24","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91916243,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
91916274,"1","1","Kierujący","1990-06-23","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa pieszemu","Dochodzenie",NA,NA
91916670,"1","1","Kierujący","1950-01-03","Mężczyzna","Posiada","Trzeźwy","12",NA,NA,NA,NA
91916670,"2","1","Kierujący","1951-03-18","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: omijanie","Wniosek o ukaranie",NA,NA
91916831,"1","1","Kierujący","1955-08-28","Mężczyzna","Posiada","Trzeźwy","3",NA,NA,NA,NA
91916831,"2","1","Kierujący","1962-04-24","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Ranny ciężko",NA
91917013,"1","1","Kierujący","1980-04-20","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91917013,"2","1","Kierujący","1977-12-22","Mężczyzna","Posiada","Trzeźwy","14",NA,NA,NA,NA
91917580,"1","1","Kierujący","1973-06-18","Kobieta","Posiada","Trzeźwy",NA,NA,NA,NA,NA
91917580,"2","1","Kierujący","1928-07-20","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Pouczenie",NA,NA
91917973,"1","1","Kierujący","1994-06-04","Mężczyzna","Posiada","Trzeźwy","5","Nieudzielenie pierwszeństwa pieszemu","Wniosek o ukaranie",NA,NA
91918127,"1","1","Kierujący","1977-05-08","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91918127,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
91918137,"1","1","Kierujący","1968-01-30","Mężczyzna","Posiada","Trzeźwy","24",NA,NA,NA,NA
91918137,"2","1","Kierujący","1983-11-13","Mężczyzna","Posiada","Trzeźwy","6","Niezachowanie bezp. odl. między pojazdami","Mandat karny",NA,NA
91918154,"1","1","Kierujący","1988-02-06","Mężczyzna","Posiada","Trzeźwy","3",NA,NA,NA,NA
91918154,"2","1","Kierujący","1993-08-14","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych",NA,NA,NA
91918328,"1","1","Kierujący","1964-05-13","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91918328,"2","1","Kierujący","1952-02-27","Kobieta","Posiada","Trzeźwy","13","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91918690,"1","1","Kierujący","1989-11-18","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91918690,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
91918753,"1","1","Kierujący","1962-02-28","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91918753,"2","1","Kierujący","1967-03-01","Kobieta","Posiada","Alkoholu","25","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
91918829,"1","1","Kierujący","1981-03-09","Mężczyzna","Posiada","Trzeźwy","12",NA,NA,NA,NA
91918829,"2","1","Kierujący","2002-12-02","Kobieta","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny organ","Ranny lekko",NA
91919337,"1","1","Kierujący","1972-08-03","Mężczyzna","Posiada","Trzeźwy","10",NA,NA,NA,NA
91919337,"2","1","Kierujący","1958-08-04","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Smierć na miejscu",NA
91920163,"1","1","Kierujący","1970-05-30","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91920163,"2","1","Kierujący","1935-07-10","Mężczyzna","Posiada","Trzeźwy","32","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
91920391,"1","1","Kierujący","1977-11-03","Kobieta","Posiada","Trzeźwy","6",NA,NA,NA,NA
91920391,"2","1","Kierujący","1984-07-15","Kobieta","Posiada","Trzeźwy","10","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91921008,"1","1","Kierujący","1967-02-26","Mężczyzna","Posiada","Trzeźwy","16",NA,NA,NA,NA
91921008,"2","1","Kierujący","1991-03-27","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niezachowanie bezp. odl. między pojazdami","Mandat karny",NA,NA
91921399,"1","1","Kierujący","1978-02-13","Mężczyzna","Posiada","Trzeźwy","10",NA,NA,NA,NA
91921399,"2","1","Kierujący","1996-09-15","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Ranny lekko",NA
91922081,"1","1","Kierujący","1999-12-27","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: wyprzedzanie","Inny organ",NA,NA
91922088,"1","1","Kierujący","1959-08-21","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91922088,"2","1","Kierujący","1948-10-20","Mężczyzna","Posiada","Alkoholu","36","Nieprawidłowe: cofanie","Wniosek o ukaranie",NA,NA
91926858,"1","1","Kierujący","1978-03-31","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Dochodzenie","Ranny lekko",NA
91938005,"1","1","Kierujący","1998-11-18","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91938005,"2","1","Kierujący","1939-01-01","Mężczyzna","Posiada","Trzeźwy","23",NA,"Dochodzenie",NA,NA
91939867,"1","1","Kierujący","1974-04-01","Kobieta","Posiada","Trzeźwy","22",NA,"Wniosek o ukaranie",NA,NA
91939867,"2","1","Kierujący","1945-05-20","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Wniosek o ukaranie",NA,NA
91940007,"1","1","Kierujący","1997-02-13","Mężczyzna","Nie posiada","Trzeźwy",NA,NA,NA,NA,NA
91940007,"2","1","Kierujący","1986-09-29","Kobieta","Posiada","Trzeźwy","3","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
91940068,"1","1","Kierujący","1980-06-30","Kobieta","Nie wymagane","Trzeźwy","12",NA,NA,NA,NA
91940068,"2","1","Kierujący","1985-12-20","Mężczyzna","Posiada","Trzeźwy","6","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91946989,"1","1","Kierujący","1946-08-21","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91946989,"2","1","Kierujący","1988-08-01","Mężczyzna","Posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
91976905,"1","1","Kierujący","1966-01-21","Mężczyzna","Posiada","Trzeźwy","5",NA,NA,NA,NA
91976905,"2","1","Kierujący","1947-07-05","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: omijanie","Pouczenie",NA,NA
91976925,"1","1","Kierujący","1951-03-19","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91976932,"1","1","Kierujący","1995-05-13","Kobieta","Nie posiada","Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Dochodzenie","Ranny lekko",NA
91977986,"1","1","Kierujący","1983-06-15","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91977986,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
91978875,"1","1","Kierujący","Nieustalona","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Mandat karny",NA,NA
91978875,"2","1","Kierujący","1984-12-12","Mężczyzna","Posiada","Trzeźwy","8","Nieudzielenie pierwszeństwa pieszemu","Mandat karny",NA,NA
91979960,"1","1","Kierujący","1966-09-15","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91979960,"2","1","Kierujący","1980-02-27","Mężczyzna","Posiada","Trzeźwy","4","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91985914,"1","1","Kierujący","1989-11-08","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa pieszemu","Mandat karny",NA,NA
92025913,"1","1","Kierujący","1995-11-01","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
92025913,"2","1","Kierujący","1988-09-20","Kobieta","Posiada","Trzeźwy","3","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Ranny lekko",NA
92068944,"1","1","Kierujący","1979-08-30","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
92068944,"2","1","Kierujący","1981-10-17","Mężczyzna","Posiada","Trzeźwy","1","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
