"Id","ID pojazdu","ID pasażera","Rola","Data urodzenia","Płeć","Uprawnienia do prowadzenia pojazdu","Pod wpływem","Liczba lat kierowania","Przyczyna wypadku","Kara","Obrażenia","...11","Nieprawidłowe użycie"
110255504,"1","1","Kierujący","1991-12-23","Mężczyzna","Posiada","Trzeźwy","10",NA,NA,NA,NA,NA
110255504,"2","1","Kierujący","2002-12-29","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Inne przyczyny","Dochodzenie",NA,NA,NA
110255570,"1","1","Kierujący","1983-09-27","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110255570,"2","1","Kierujący","1976-05-23","Kobieta","Posiada","Trzeźwy","16","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110255928,"1","1","Kierujący","1971-06-29","Kobieta","Nie wymagane","Trzeźwy",NA,"Inne przyczyny","Inny sposób zakończenia",NA,NA,NA
110255970,"1","1","Kierujący","1990-06-24","Kobieta","Posiada","Trzeźwy","8",NA,NA,NA,NA,NA
110255970,"2","1","Kierujący","1955-03-01","Mężczyzna","Nie wymagane","Nie badano",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Ranny lekko",NA,NA
110256241,"1","1","Kierujący","1982-06-05","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Pouczenie","Ranny lekko",NA,NA
110256249,"1","1","Kierujący","2000-08-27","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110256340,"1","1","Kierujący","1963-03-01","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110256340,"2","1","Kierujący","1972-09-14","Kobieta","Posiada","Trzeźwy","30","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Dochodzenie",NA,NA,NA
110256889,"1","1","Kierujący","2006-01-04","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny ciężko",NA,NA
110256889,"2","1","Kierujący","1976-04-02","Mężczyzna","Posiada","Trzeźwy","28","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA,NA
110257344,"1","1","Kierujący","1995-06-27","Mężczyzna","Nie posiada","Trzeźwy",NA,NA,NA,NA,NA,NA
110257344,"2","1","Kierujący","1984-08-05","Mężczyzna","Posiada","Trzeźwy","16","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110257369,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Nie badano",NA,"Nieprawidłowe: wyprzedzanie","Inny sposób zakończenia",NA,NA,NA
110257369,"2","1","Kierujący","2010-01-20","Kobieta","Nie posiada","Trzeźwy",NA,NA,NA,NA,NA,NA
110257517,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Nie badano",NA,"Inne przyczyny","Wniosek o ukaranie",NA,NA,NA
110257889,"1","1","Kierujący","1989-10-08","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110257889,"2","1","Kierujący","1948-12-10","Kobieta","Posiada","Trzeźwy","56","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA,NA
110259622,"1","1","Kierujący","1980-12-30","Mężczyzna","Posiada","Trzeźwy","2",NA,NA,NA,NA,NA
110259622,"2","1","Kierujący","2009-05-23","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Inne przyczyny","Dochodzenie",NA,NA,NA
110259926,"1","1","Kierujący","1962-04-28","Kobieta","Posiada","Trzeźwy","40",NA,NA,"Ranny lekko",NA,NA
110259926,"2","1","Kierujący","1980-07-19","Kobieta","Posiada","Trzeźwy","11","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA,NA
110259942,"1","1","Kierujący","1971-11-09","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110259942,"2","1","Kierujący","1973-02-20","Kobieta","Posiada","Trzeźwy","31","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110259956,"1","1","Kierujący","1997-07-29","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110259956,"2","1","Kierujący","1971-08-13","Mężczyzna","Posiada","Trzeźwy","33","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110259972,"1","1","Kierujący","1993-01-18","Nie ustalono","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110259972,"2","1","Kierujący","1979-08-05","Mężczyzna","Posiada","Trzeźwy","23","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110259984,"1","1","Kierujący","2005-03-08","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110260068,"1","1","Kierujący","1992-03-25","Mężczyzna","Posiada","Trzeźwy","9",NA,NA,NA,NA,NA
110260068,"2","1","Kierujący","2012-09-27","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Ranny lekko",NA,NA
110260226,"1","1","Kierujący","1991-08-18","Kobieta","Posiada","Nie badano","19",NA,NA,"Smierć na miejscu",NA,NA
110260226,"2","1","Kierujący","1986-11-02","Mężczyzna","Nie posiada","Alkoholu",NA,"Nieprawidłowe: wyprzedzanie","Dochodzenie",NA,NA,NA
110260441,"1","1","Kierujący","2006-09-06","Mężczyzna","Posiada","Trzeźwy","2",NA,NA,NA,NA,NA
110260441,"2","1","Kierujący","1986-07-31","Kobieta","Posiada","Trzeźwy","13","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110260648,"1","1","Kierujący","1985-04-03","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110260648,"2","1","Kierujący","1995-07-17","Mężczyzna","Posiada","Trzeźwy","4","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA,NA
110261215,"1","1","Kierujący","2006-06-12","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110261215,"2","1","Kierujący","1941-04-02","Mężczyzna","Posiada","Trzeźwy","58","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110261249,"1","1","Kierujący","1992-06-20","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110261249,"2","1","Kierujący","1974-11-03","Mężczyzna","Posiada","Trzeźwy","20","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110261491,"1","1","Kierujący","1938-06-18","Mężczyzna","Posiada","Trzeźwy","41",NA,NA,NA,NA,NA
110261491,"2","1","Kierujący","1998-09-16","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA,NA
110261833,"1","1","Kierujący","1989-05-18","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110261833,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny sposób zakończenia",NA,NA,NA
110262599,"1","1","Kierujący","1982-04-10","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110262599,"2","1","Kierujący","1976-07-26","Kobieta","Posiada","Trzeźwy","20","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110262678,"1","1","Kierujący","2006-03-03","Mężczyzna","Posiada","Trzeźwy","4",NA,NA,"Ranny ciężko",NA,NA
110262678,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Niezachowanie bezp. odl. między pojazdami","Dochodzenie",NA,NA,NA
110263429,"1","1","Kierujący","1993-10-13","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110263429,"2","1","Kierujący","1965-05-23","Mężczyzna","Nie posiada","Alkoholu",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA,NA
110263593,"3","1","Kierujący","1955-01-31","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Inne przyczyny","Wniosek o ukaranie",NA,NA,NA
110263929,"1","1","Kierujący","1951-08-31","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110263929,"2","1","Kierujący","1979-12-25","Kobieta","Posiada","Trzeźwy","22","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA,NA
110264161,"1","1","Kierujący","Nieustalona","Mężczyzna",NA,"Trzeźwy",NA,"Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach","Inny sposób zakończenia",NA,NA,NA
110264170,"1","1","Kierujący","1974-07-05","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny ciężko",NA,NA
110264170,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieprawidłowe: Zawracanie","Inny sposób zakończenia",NA,NA,NA
110264677,"1","1","Kierujący","1992-07-10","Mężczyzna","Posiada","Trzeźwy","11",NA,NA,NA,NA,NA
110264677,"2","1","Kierujący","1989-02-20","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA,NA
110265589,"1","1","Kierujący","1995-11-30","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,"Hełmu"
110265589,"2","1","Kierujący","1993-08-17","Mężczyzna","Posiada","Trzeźwy","9","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110265594,"1","1","Kierujący","1975-02-16","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110265594,"2","1","Kierujący","1976-10-02","Mężczyzna","Posiada","Trzeźwy","28","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110265799,"1","1","Kierujący","1954-12-16","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110265799,"2","1","Kierujący","1963-12-05","Mężczyzna","Posiada","Trzeźwy","40","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA,NA
110268155,"1","1","Kierujący","1959-03-25","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110268155,"2","1","Kierujący","1994-03-20","Kobieta","Posiada","Trzeźwy","4","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Mandat karny",NA,NA,NA
110268225,"1","1","Kierujący","2009-12-08","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110268225,"2","1","Kierujący","1967-05-23","Mężczyzna","Posiada","Trzeźwy","35","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA,NA
110268429,"1","1","Kierujący","2007-06-14","Mężczyzna","Posiada","Trzeźwy","1","Niedostosowanie prędkości do warunków ruchu",NA,NA,NA,NA
110268429,"2","1","Kierujący","2007-03-16","Mężczyzna","Posiada","Trzeźwy","1","Niedostosowanie prędkości do warunków ruchu","Dochodzenie",NA,NA,NA
110268769,"1","1","Kierujący","1941-01-14","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny ciężko",NA,NA
110268769,"2","1","Kierujący","1980-10-22","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niezachowanie bezp. odl. między pojazdami","Wniosek o ukaranie",NA,NA,NA
110269192,"1","1","Kierujący","1954-02-04","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110269192,"2","1","Kierujący","1992-08-23","Kobieta","Posiada","Trzeźwy","1","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA,NA
110269347,"1","1","Kierujący","1981-02-18","Mężczyzna","Posiada","Trzeźwy","2",NA,NA,NA,NA,NA
110269347,"2","1","Kierujący","1982-02-15","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: omijanie","Mandat karny",NA,NA,NA
110269382,"1","1","Kierujący","1958-05-16","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110269382,"2","1","Kierujący","1951-01-01","Mężczyzna","Posiada","Trzeźwy","43","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA,NA
110269575,"1","1","Kierujący","1976-07-23","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110269575,"2","1","Kierujący","1975-12-12","Mężczyzna","Posiada","Trzeźwy","13","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110270084,"1","1","Kierujący","1978-04-12","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110270084,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny sposób zakończenia",NA,NA,NA
110270095,"1","1","Kierujący","1995-06-27","Kobieta","Posiada","Trzeźwy","7",NA,NA,NA,NA,NA
110270095,"2","1","Kierujący","Nieustalona","Kobieta",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny sposób zakończenia",NA,NA,NA
110270738,"1","1","Kierujący","1969-06-10","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110270738,"2","1","Kierujący","1986-01-15","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: wyprzedzanie","Mandat karny",NA,NA,NA
110271485,"1","1","Kierujący","1977-04-09","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110271485,"2","1","Kierujący","2000-05-11","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA,NA
110272817,"1","1","Kierujący","1986-05-05","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110272817,"2","1","Kierujący","2002-01-16","Mężczyzna","Posiada","Trzeźwy","1","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Wniosek o ukaranie",NA,NA,NA
110272851,"1","1","Kierujący","1998-01-07","Kobieta","Posiada","Trzeźwy","2",NA,NA,NA,NA,NA
110272851,"2","1","Kierujący","1949-12-08","Mężczyzna","Posiada","Trzeźwy","40","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110273152,"1","1","Kierujący","1993-01-15","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110273152,"2","1","Kierujący","1992-04-11","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110273152,"3","1","Kierujący","1953-03-25","Mężczyzna","Posiada","Trzeźwy","49","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110276057,"1","1","Kierujący","1988-12-25","Mężczyzna","Posiada","Trzeźwy","13",NA,NA,NA,NA,NA
110276057,"2","1","Kierujący","1993-06-10","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110276120,"1","1","Kierujący","1957-12-08","Mężczyzna","Posiada","Trzeźwy","45",NA,NA,NA,NA,NA
110276120,"2","1","Kierujący","2011-01-02","Kobieta","Nie posiada","Trzeźwy",NA,"Nieprawidłowe: skręcanie","Wniosek o ukaranie","Ranny lekko",NA,"Hełmu"
110276335,"1","1","Kierujący","1988-11-20","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110276335,"2","1","Kierujący","1984-07-29","Kobieta","Posiada","Trzeźwy","17","Inne przyczyny","Inny sposób zakończenia",NA,NA,NA
110276345,"1","1","Kierujący","1994-01-08","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110276345,"2","1","Kierujący","1993-05-01","Mężczyzna","Posiada","Trzeźwy","10","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA,NA
110276464,"2","1","Kierujący","1992-02-12","Kobieta","Nie wymagane","Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Mandat karny","Ranny lekko",NA,NA
110276478,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,NA,NA,NA,NA,NA
110276478,"2","1","Kierujący","1991-06-15","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110279997,"1","1","Kierujący","1981-11-21","Mężczyzna","Nie posiada","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110279997,"2","1","Kierujący","1950-05-14","Mężczyzna","Posiada","Trzeźwy","55","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Wniosek o ukaranie",NA,NA,NA
110280201,"1","1","Kierujący","1998-11-09","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,"Hełmu"
110280201,"2","1","Kierujący","1984-01-10","Mężczyzna","Posiada","Trzeźwy","8","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Mandat karny",NA,NA,NA
110280282,"1","1","Kierujący","1993-11-16","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110280282,"2","1","Kierujący","1973-05-08","Kobieta","Posiada","Trzeźwy","30","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110281563,"1","1","Kierujący","2004-01-14","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110281563,"2","1","Kierujący","1945-11-24","Mężczyzna","Posiada","Trzeźwy","49","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA,NA
110281579,"1","1","Kierujący","1966-06-15","Mężczyzna","Posiada","Trzeźwy","35",NA,NA,NA,NA,NA
110281579,"2","1","Kierujący","1992-11-29","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110282544,"1","1","Kierujący","1978-05-31","Mężczyzna","Posiada","Trzeźwy","22","Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych","Wniosek o ukaranie",NA,NA,NA
110282659,"1","1","Kierujący","1980-04-25","Mężczyzna","Posiada","Trzeźwy","27",NA,NA,NA,NA,NA
110282659,"2","1","Kierujący","1964-06-11","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Wjazd przy czerwonym świetle","Mandat karny",NA,NA,NA
110282755,"1","1","Kierujący","1954-01-01","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110282755,"2","1","Kierujący","1987-03-01","Mężczyzna","Posiada","Trzeźwy","13","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110283155,"1","1","Kierujący","2004-05-04","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110283155,"2","1","Kierujący","1982-05-13","Kobieta","Posiada","Trzeźwy","21","Nieudzielenie pierwszeństwa przejazdu","Pouczenie",NA,NA,NA
110283317,"1","1","Kierujący","1978-09-17","Mężczyzna","Posiada","Trzeźwy","1",NA,NA,NA,NA,NA
110283317,"2","1","Kierujący","1965-05-01","Mężczyzna","Posiada","Trzeźwy","25","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110283431,"1","1","Kierujący","2000-01-26","Mężczyzna","Posiada","Trzeźwy","5",NA,NA,"Ranny ciężko",NA,NA
110283431,"2","1","Kierujący","1972-11-28","Kobieta","Posiada","Trzeźwy","17","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Ranny lekko",NA,NA
110284090,"1","1","Kierujący","1958-04-01","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niezachowanie bezp. odl. między pojazdami","Wniosek o ukaranie",NA,NA,NA
110284090,"2","1","Kierujący","2007-07-10","Kobieta","Nie wymagane","Trzeźwy",NA,"Niezachowanie bezp. odl. między pojazdami","Wniosek o ukaranie","Ranny lekko",NA,NA
110284502,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,NA,NA,NA,NA,NA
110284502,"2","1","Kierujący","Nieustalona","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny sposób zakończenia",NA,NA,NA
110284508,"1","1","Kierujący","1975-03-20","Mężczyzna","Posiada","Trzeźwy","20",NA,NA,NA,NA,NA
110284508,"2","1","Kierujący","Nieustalona","Kobieta",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny sposób zakończenia",NA,NA,NA
110284611,"1","1","Kierujący","1956-02-18","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110284611,"2","1","Kierujący","2008-06-23","Mężczyzna","Posiada","Trzeźwy","2","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA,NA
110284946,"1","1","Kierujący","2000-03-25","Mężczyzna","Nie wymagane","Trzeźwy","11",NA,NA,NA,NA,NA
110284946,"2","1","Kierujący","1950-12-09","Mężczyzna","Posiada","Trzeźwy","51","Nieprawidłowe: skręcanie","Mandat karny",NA,NA,NA
110284965,"2","1","Kierujący","1974-05-09","Mężczyzna","Nie wymagane","Nie badano",NA,"Inne przyczyny","Mandat karny",NA,NA,NA
110285825,"1","1","Kierujący","1976-06-13","Mężczyzna","Posiada","Trzeźwy","27",NA,NA,"Ranny lekko",NA,NA
110285825,"2","1","Kierujący","1975-11-04","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110285825,"3","1","Kierujący","1998-11-03","Mężczyzna","Posiada","Trzeźwy","4","Nieudzielenie pierwszeństwa przejazdu","Inny sposób zakończenia",NA,NA,NA
110286358,"2","1","Kierujący","1999-07-14","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: omijanie","Mandat karny",NA,NA,NA
110286913,"1","1","Kierujący","1984-04-29","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110286913,"2","1","Kierujący","2001-01-01","Kobieta","Posiada","Trzeźwy","2","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA,NA
110286999,"1","1","Kierujący","2000-03-14","Kobieta","Posiada","Trzeźwy","2",NA,NA,NA,NA,NA
110286999,"2","1","Kierujący","2004-07-21","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieprawidłowe: zmienianie pasa ruchu","Dochodzenie","Ranny lekko",NA,NA
110287114,"1","1","Kierujący","2000-03-16","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110287114,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny sposób zakończenia",NA,NA,NA
110287508,"1","1","Kierujący","1975-05-28","Mężczyzna","Posiada","Trzeźwy","12",NA,NA,NA,NA,NA
110287508,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,NA,"Inny sposób zakończenia",NA,NA,NA
110287588,"1","1","Kierujący","2000-09-19","Kobieta","Posiada","Trzeźwy","2",NA,NA,NA,NA,NA
110287588,"2","1","Kierujący","1983-11-16","Mężczyzna","Nie wymagane","Alkoholu",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Ranny lekko",NA,NA
110287829,"1","1","Kierujący","1977-11-28","Mężczyzna","Posiada","Trzeźwy","25",NA,NA,NA,NA,NA
110287829,"2","1","Kierujący","1966-03-27","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: omijanie","Mandat karny",NA,NA,NA
110288454,"1","1","Kierujący","2009-07-11","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110288454,"2","1","Kierujący","1972-05-16","Kobieta","Posiada","Trzeźwy","28","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA,NA
110288548,"1","1","Kierujący","2003-07-28","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110288548,"2","1","Kierujący","1963-01-20","Mężczyzna","Posiada","Trzeźwy","39","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA,NA
110288744,"1","1","Kierujący","1979-09-28","Mężczyzna","Posiada","Trzeźwy","20",NA,NA,NA,NA,NA
110288744,"2","1","Kierujący","1975-11-26","Mężczyzna","Posiada","Trzeźwy","19","Nieprawidłowe: wyprzedzanie","Wniosek o ukaranie",NA,NA,NA
110288872,"1","1","Kierujący","1990-07-27","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Wniosek o ukaranie","Ranny ciężko",NA,NA
110288872,"2","1","Kierujący","1992-10-09","Kobieta","Posiada","Trzeźwy","8","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA,NA
110290000,"1","1","Kierujący","1974-06-18","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110290000,"2","1","Kierujący","1961-12-09","Mężczyzna","Posiada","Trzeźwy","39","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA,NA
110290418,"1","1","Kierujący","1973-02-21","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110290418,"2","1","Kierujący","1990-08-07","Mężczyzna","Posiada","Trzeźwy","13","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA,NA
110290445,"1","1","Kierujący","1991-09-29","Kobieta","Posiada","Trzeźwy","11",NA,NA,NA,NA,NA
110290445,"2","1","Kierujący","2011-01-25","Mężczyzna","Nie posiada","Trzeźwy",NA,"Inne przyczyny","Inny sposób zakończenia",NA,NA,NA
110291108,"1","1","Kierujący","1978-11-01","Mężczyzna","Posiada","Trzeźwy","22","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110291108,"2","1","Kierujący","1951-06-22","Mężczyzna","Posiada","Alkoholu","52",NA,NA,NA,NA,NA
110291113,"1","1","Kierujący","1970-08-27","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110291113,"2","1","Kierujący","1993-10-26","Kobieta","Posiada","Trzeźwy","9","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Mandat karny",NA,NA,NA
110291228,"1","1","Kierujący","1967-09-17","Kobieta","Posiada","Trzeźwy","14",NA,NA,NA,NA,NA
110291228,"2","1","Kierujący","Nieustalona","Nie ustalono","Nie wymagane","Nie badano",NA,"Niedostosowanie prędkości do warunków ruchu","Inny sposób zakończenia",NA,NA,NA
110291357,"1","1","Kierujący","1952-11-21","Mężczyzna","Posiada","Trzeźwy","49",NA,NA,NA,NA,NA
110291357,"2","1","Kierujący","1974-02-22","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110292156,"1","1","Kierujący","1992-06-02","Mężczyzna","Posiada","Trzeźwy","10",NA,NA,NA,NA,NA
110292156,"2","1","Kierujący","1961-10-04","Kobieta","Posiada","Trzeźwy","41","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110292575,"1","1","Kierujący","1994-07-15","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110292575,"2","1","Kierujący","1975-01-28","Kobieta","Posiada","Trzeźwy","2","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Mandat karny",NA,NA,NA
110292751,"1","1","Kierujący","2007-06-18","Mężczyzna","Posiada","Trzeźwy","4",NA,NA,"Ranny lekko",NA,NA
