"Id","ID pojazdu","ID pasażera","Rola","Data urodzenia","Płeć","Uprawnienia do prowadzenia pojazdu","Pod wpływem","Liczba lat kierowania","Przyczyna wypadku","Kara","Obrażenia","Nieprawidłowe użycie"
109096854,"2","1","Kierujący","1949-03-19","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109096896,"1","1","Kierujący","1994-02-08","Mężczyzna","Posiada","Trzeźwy","8","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109096896,"2","1","Kierujący","1982-10-16","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109097008,"1","1","Kierujący","1999-02-18","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109097008,"2","1","Kierujący","1947-02-28","Mężczyzna","Posiada","Trzeźwy","53","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Pouczenie",NA,NA
109097068,"1","1","Kierujący","1938-02-16","Mężczyzna","Posiada","Trzeźwy","55","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Dochodzenie",NA,NA
109097068,"2","1","Kierujący","2010-10-09","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109097400,"1","1","Kierujący","Nieustalona","Mężczyzna",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny sposób zakończenia",NA,NA
109097400,"2","1","Kierujący","1994-06-23","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109099780,"1","1","Kierujący","1996-05-13","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109099780,"2","1","Kierujący","1987-05-22","Mężczyzna","Posiada","Trzeźwy","15",NA,NA,NA,NA
109101653,"1","1","Kierujący","1979-07-16","Mężczyzna","Posiada","Trzeźwy","24","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
109101653,"2","1","Kierujący","1986-05-13","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109101674,"1","1","Kierujący","1977-06-03","Kobieta","Nie wymagane","Trzeźwy",NA,NA,"Inny sposób zakończenia",NA,NA
109101895,"1","1","Kierujący","1959-07-30","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Ranny lekko",NA
109101895,"2","1","Kierujący","1983-07-24","Mężczyzna","Posiada","Trzeźwy","19",NA,NA,NA,NA
109101980,"1","1","Kierujący","1996-06-10","Mężczyzna","Posiada","Trzeźwy","4","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Dochodzenie",NA,NA
109101980,"2","1","Kierujący","1979-01-24","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny ciężko",NA
109106257,"1","1","Kierujący","1988-06-04","Mężczyzna","Posiada","Trzeźwy","13","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
109106257,"2","1","Kierujący","1989-11-26","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109106545,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny sposób zakończenia",NA,NA
109106545,"2","1","Kierujący","1993-07-01","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109107788,"1","1","Kierujący","1986-09-01","Mężczyzna","Posiada","Trzeźwy","16","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109107788,"2","1","Kierujący","1996-05-17","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109108324,"1","1","Kierujący","2012-02-14","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny organ","Ranny lekko",NA
109108324,"2","1","Kierujący","1980-03-18","Mężczyzna","Posiada","Trzeźwy","20",NA,NA,NA,NA
109109651,"1","1","Kierujący","1981-03-24","Mężczyzna","Posiada","Trzeźwy","16","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109109651,"2","1","Kierujący","1992-01-29","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109110901,"1","1","Kierujący","1987-07-31","Mężczyzna","Posiada","Trzeźwy","15","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
109110901,"2","1","Kierujący","1979-06-23","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny ciężko",NA
109111218,"1","1","Kierujący","1971-03-28","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Inne przyczyny","Wniosek o ukaranie","Ranny lekko",NA
109114720,"1","1","Kierujący","1989-02-24","Mężczyzna","Posiada","Trzeźwy","13","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109114720,"2","1","Kierujący","1981-05-29","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109114746,"1","1","Kierujący","1979-09-08","Mężczyzna","Posiada","Trzeźwy","22","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
109114746,"2","1","Kierujący","1981-11-24","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109118678,"1","1","Kierujący","1995-03-06","Mężczyzna","Posiada","Trzeźwy","4","Nieprawidłowe: wyprzedzanie","Dochodzenie",NA,NA
109118678,"2","1","Kierujący","1979-06-10","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny ciężko",NA
109118678,"3","1","Kierujący","1983-09-29","Mężczyzna","Posiada","Trzeźwy","19",NA,NA,NA,NA
109118862,"1","1","Kierujący","1973-06-16","Kobieta","Posiada","Trzeźwy","27","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Mandat karny",NA,NA
109118862,"2","1","Kierujący","2003-07-02","Mężczyzna","Nie posiada","Trzeźwy",NA,NA,NA,NA,NA
109119187,"1","1","Kierujący","1998-06-06","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109119187,"2","1","Kierujący","1953-10-17","Mężczyzna","Posiada","Trzeźwy","18",NA,NA,NA,NA
109124133,"1","1","Kierujący","2002-08-07","Kobieta","Nie posiada","Trzeźwy",NA,"Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach","Mandat karny",NA,NA
109126260,"1","1","Kierujący","1981-12-17","Kobieta","Posiada","Trzeźwy","13","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109126260,"2","1","Kierujący","1996-08-08","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109128756,"1","1","Kierujący","1983-07-08","Mężczyzna","Posiada","Trzeźwy","20","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
109128756,"2","1","Kierujący","1980-08-09","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny ciężko",NA
109128756,"2","2","Pasażer","2017-04-04","Mężczyzna",NA,"Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109129144,"1","1","Kierujący","1991-06-22","Mężczyzna","Posiada","Trzeźwy","11","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109129144,"2","1","Kierujący","1988-05-29","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109132412,"1","1","Kierujący","1973-03-02","Kobieta","Posiada","Trzeźwy","17","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Wniosek o ukaranie",NA,NA
109132412,"2","1","Kierujący","1958-12-17","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109137468,"1","1","Kierujący","1953-06-11","Mężczyzna","Posiada","Trzeźwy","32","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Dochodzenie",NA,NA
109137468,"2","1","Kierujący","2002-01-05","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny ciężko",NA
109139839,"1","1","Kierujący","2005-11-06","Mężczyzna","Posiada","Trzeźwy","4","Niedostosowanie prędkości do warunków ruchu","Wniosek o ukaranie",NA,NA
109139839,"2","1","Kierujący","1977-03-15","Mężczyzna","Posiada","Trzeźwy","26",NA,NA,NA,NA
109139895,"1","1","Kierujący","1995-05-04","Kobieta","Nie wymagane","Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Mandat karny",NA,NA
109139895,"2","1","Kierujący","1988-03-03","Mężczyzna","Posiada","Trzeźwy","14",NA,NA,NA,NA
109147158,"1","1","Kierujący","1983-04-14","Kobieta","Nie wymagane","Trzeźwy",NA,"Niezachowanie bezp. odl. między pojazdami","Mandat karny",NA,NA
109147158,"2","1","Kierujący","1993-08-26","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109154779,"1","1","Kierujący","1971-05-20","Mężczyzna","Posiada","Trzeźwy","28","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109154779,"2","1","Kierujący","1998-11-30","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109154830,"1","1","Kierujący","1993-12-07","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: wyprzedzanie","Mandat karny",NA,NA
109154830,"2","1","Kierujący","2005-09-22","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109154835,"1","1","Kierujący","1984-11-24","Kobieta","Posiada","Trzeźwy","3","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109154835,"2","1","Kierujący","1985-03-11","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109155181,"1","1","Kierujący","2002-11-01","Mężczyzna","Nie posiada","Trzeźwy",NA,"Inne przyczyny","Pouczenie",NA,NA
109155181,"2","1","Kierujący","1967-12-25","Mężczyzna","Posiada","Trzeźwy","28",NA,NA,NA,NA
109155700,"1","1","Kierujący","1989-12-27","Kobieta","Posiada","Trzeźwy","12","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109155700,"2","1","Kierujący","1989-07-05","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109156570,"1","1","Kierujący","1999-11-22","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109156570,"2","1","Kierujący","1990-06-20","Mężczyzna","Posiada","Trzeźwy","12","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Dochodzenie",NA,NA
109159850,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
109159850,"2","1","Kierujący","1965-08-18","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny ciężko",NA
109160081,"1","1","Kierujący","1972-02-05","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Ranny lekko",NA
109160081,"2","1","Kierujący","1991-03-21","Mężczyzna","Posiada","Trzeźwy","8",NA,NA,NA,NA
109162571,"1","1","Kierujący","Nieustalona","Mężczyzna",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny sposób zakończenia",NA,NA
109162571,"2","1","Kierujący","1970-08-13","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109165711,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
109165711,"2","1","Kierujący","1997-12-05","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109165854,"1","1","Kierujący","1946-05-08","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: wymijanie","Dochodzenie",NA,NA
109165854,"2","1","Kierujący","1997-02-28","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109166511,"1","1","Kierujący","1949-11-05","Mężczyzna","Posiada","Trzeźwy","37","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109166511,"2","1","Kierujący","1996-08-02","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109168919,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny sposób zakończenia",NA,NA
109168919,"2","1","Kierujący","1960-02-03","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109170624,"1","1","Kierujący","1954-02-10","Mężczyzna","Posiada","Trzeźwy","48","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
109170624,"2","1","Kierujący","1992-11-12","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109171645,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Inne przyczyny","Inny sposób zakończenia",NA,NA
109171645,"2","1","Kierujący","1979-12-22","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109175229,"1","1","Kierujący","1960-05-18","Mężczyzna","Posiada","Trzeźwy","41","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
109175229,"2","1","Kierujący","1969-11-01","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109175359,"1","1","Kierujący","1958-09-04","Mężczyzna","Posiada","Trzeźwy","10",NA,"Pouczenie",NA,NA
109175359,"2","1","Kierujący","1987-01-26","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Pouczenie",NA,NA
109181574,"1","1","Kierujący","2008-03-27","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny organ","Ranny lekko",NA
109181574,"2","1","Kierujący","1994-10-04","Mężczyzna","Posiada","Trzeźwy","1",NA,NA,NA,NA
109182568,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,NA,NA,NA,NA
109182568,"2","1","Kierujący","1976-08-22","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109183057,"1","1","Kierujący","1989-11-25","Mężczyzna","Posiada","Trzeźwy","11","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109183057,"2","1","Kierujący","2011-04-29","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109183188,"1","1","Kierujący","1990-05-29","Kobieta","Posiada","Trzeźwy","12","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109183188,"2","1","Kierujący","1972-04-06","Kobieta","Posiada","Trzeźwy","29",NA,NA,NA,NA
109183206,"1","1","Kierujący","1971-06-13","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
109183206,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,NA,NA,NA,NA
109183256,"1","1","Kierujący","2008-06-19","Kobieta","Posiada","Trzeźwy","2","Nieprzestrzeganie innych sygnałów","Dochodzenie","Ranny ciężko",NA
109183256,"2","1","Kierujący","1990-03-24","Kobieta","Posiada","Trzeźwy","6",NA,NA,NA,NA
109198602,"1","1","Kierujący","1956-01-25","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny ciężko",NA
109199118,"1","1","Kierujący","1989-02-13","Mężczyzna","Posiada","Trzeźwy","12","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
109199118,"2","1","Kierujący","1981-04-21","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109206568,"1","1","Kierujący","Nieustalona","Nie ustalono","Nie wymagane","Trzeźwy",NA,"Inne przyczyny","Dochodzenie",NA,NA
109206568,"2","1","Kierujący","1985-09-27","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109207763,"1","1","Kierujący","2003-02-01","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: omijanie","Mandat karny",NA,NA
109210571,"1","1","Kierujący","1980-10-17","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Inne przyczyny","Wniosek o ukaranie",NA,NA
109212749,"1","1","Kierujący","1991-06-05","Mężczyzna","Posiada","Trzeźwy","8","Nieprawidłowe: skręcanie","Mandat karny",NA,NA
109212749,"2","1","Kierujący","1969-11-12","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109213095,"1","1","Kierujący","1989-03-28","Mężczyzna","Posiada","Trzeźwy","11","Nieprawidłowe: wyprzedzanie","Mandat karny",NA,NA
109213095,"2","1","Kierujący","1951-04-16","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109224339,"1","1","Kierujący","1993-08-20","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niezachowanie bezp. odl. między pojazdami","Mandat karny",NA,NA
109224339,"2","1","Kierujący","1993-06-04","Mężczyzna","Posiada","Trzeźwy","9",NA,NA,NA,NA
109224411,"1","1","Kierujący","Nieustalona","Mężczyzna",NA,"Trzeźwy",NA,"Nieprawidłowe: wymijanie","Wniosek o ukaranie",NA,NA
109224411,"2","1","Kierujący","1961-02-20","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109227612,"1","1","Kierujący","1974-08-04","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109228129,"1","1","Kierujący","1984-02-04","Kobieta","Posiada","Trzeźwy","9","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109228129,"2","1","Kierujący","2010-05-02","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109228209,"1","1","Kierujący","2003-08-19","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Gwałtowne hamowanie","Wniosek o ukaranie",NA,NA
109228209,"2","1","Kierujący","1998-01-17","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niezachowanie bezp. odl. między pojazdami","Mandat karny",NA,NA
109228209,"3","1","Kierujący","1975-05-01","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109228374,"1","1","Kierujący","1980-02-23","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Wniosek o ukaranie","Ranny lekko",NA
109228374,"2","1","Kierujący","1981-02-01","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109229629,"1","1","Kierujący","1984-02-27","Kobieta","Nie wymagane","Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Wniosek o ukaranie","Ranny ciężko",NA
109229629,"2","1","Kierujący","1980-11-07","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Wniosek o ukaranie",NA,NA
109230941,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach","Inny sposób zakończenia",NA,NA
109231778,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny sposób zakończenia",NA,NA
109231778,"2","1","Kierujący","1980-07-25","Kobieta","Posiada","Trzeźwy","19",NA,NA,NA,NA
109232765,"1","1","Kierujący","1953-11-03","Mężczyzna","Nie wymagane","Alkoholu",NA,"Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Wniosek o ukaranie","Ranny lekko",NA
109232765,"2","1","Kierujący","1987-08-01","Mężczyzna","Posiada","Trzeźwy","13",NA,NA,NA,NA
109235851,"1","1","Kierujący","1994-06-13","Kobieta","Posiada","Trzeźwy","7","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109235851,"2","1","Kierujący","2010-03-12","Mężczyzna","Nie posiada","Trzeźwy",NA,NA,NA,NA,NA
109235875,"1","1","Kierujący","1957-09-01","Mężczyzna","Posiada","Trzeźwy","45","Inne przyczyny","Pouczenie",NA,NA
109235875,"2","1","Kierujący","1969-06-02","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Inne przyczyny","Pouczenie",NA,NA
109236684,"1","1","Kierujący","1979-11-02","Mężczyzna","Posiada","Trzeźwy","18","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109236684,"2","1","Kierujący","1994-08-24","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Mandat karny",NA,NA
109238901,"1","1","Kierujący","1980-08-11","Kobieta","Nie wymagane","Trzeźwy",NA,"Inne przyczyny","Mandat karny",NA,NA
109238901,"2","1","Kierujący","1960-03-04","Mężczyzna","Posiada","Trzeźwy","31",NA,NA,NA,NA
109239310,"1","1","Kierujący","Nieustalona","Mężczyzna",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny sposób zakończenia",NA,NA
109239310,"2","1","Kierujący","1997-09-21","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109239378,"1","1","Kierujący","2010-04-29","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
109239378,"2","1","Kierujący","1975-08-18","Kobieta","Posiada","Trzeźwy","26",NA,NA,NA,NA
109241020,"1","1","Kierujący","1988-11-04","Kobieta","Posiada","Trzeźwy","9","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109241020,"2","1","Kierujący","1962-11-20","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109241052,"1","1","Kierujący","1955-12-17","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109241052,"2","1","Kierujący","Nieustalona","Mężczyzna",NA,"Trzeźwy",NA,"Inne przyczyny","Inny sposób zakończenia",NA,NA
109242328,"1","1","Kierujący","1951-06-19","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Mandat karny",NA,NA
109242328,"2","1","Kierujący","1958-12-08","Mężczyzna","Posiada","Trzeźwy","44",NA,NA,NA,NA
109243366,"1","1","Kierujący","2005-11-06","Mężczyzna","Posiada","Trzeźwy","2","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
109243366,"2","1","Kierujący","1979-08-24","Mężczyzna","Posiada","Trzeźwy","20",NA,NA,NA,NA
109243578,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieprawidłowe: wyprzedzanie","Inny sposób zakończenia",NA,NA
109243578,"2","1","Kierujący","1996-10-03","Mężczyzna","Posiada","Trzeźwy","5",NA,NA,NA,NA
109243668,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
109243668,"2","1","Kierujący","1991-02-06","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109243681,"1","1","Kierujący","1983-12-07","Mężczyzna","Nie wymagane","Alkoholu",NA,"Gwałtowne hamowanie","Wniosek o ukaranie",NA,NA
109244273,"1","1","Kierujący","2002-04-20","Kobieta","Nie wymagane","Trzeźwy",NA,"Inne przyczyny","Mandat karny",NA,NA
109244273,"2","1","Kierujący","1982-01-10","Mężczyzna","Posiada","Trzeźwy","18",NA,NA,NA,NA
109244343,"1","1","Kierujący","1953-01-05","Mężczyzna","Posiada","Trzeźwy","48","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
109244343,"2","1","Kierujący","1942-04-12","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109244511,"1","1","Kierujący","1989-03-25","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Pouczenie",NA,NA
109244511,"2","1","Kierujący","1989-04-13","Kobieta","Posiada","Trzeźwy","13",NA,NA,NA,NA
109244758,"1","1","Kierujący","1994-04-05","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: wyprzedzanie","Dochodzenie","Ranny lekko",NA
109244758,"2","1","Kierujący","1987-09-09","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109244923,"1","1","Kierujący","1977-12-19","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109244923,"2","1","Kierujący","1980-10-14","Mężczyzna","Posiada","Trzeźwy","22",NA,NA,NA,NA
109245164,"1","1","Kierujący","1986-12-04","Mężczyzna","Posiada","Trzeźwy","15","Nieprawidłowe: skręcanie","Dochodzenie",NA,NA
109245164,"2","1","Kierujący","1970-03-03","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109245420,"1","1","Kierujący","1987-12-21","Mężczyzna","Posiada","Trzeźwy","14",NA,"Wniosek o ukaranie",NA,NA
109245420,"2","1","Kierujący","1984-07-29","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109245420,"3","1","Kierujący","2010-06-20","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109245471,"1","1","Kierujący","1955-06-30","Mężczyzna","Posiada","Trzeźwy","36","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Mandat karny",NA,NA
109245471,"2","1","Kierujący","1993-02-15","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109245689,"1","1","Kierujący","1992-11-08","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Dochodzenie",NA,NA
109245732,"1","1","Kierujący","1984-05-06","Mężczyzna","Nie wymagane","Alkoholu",NA,"Inne przyczyny","Mandat karny",NA,NA
109245732,"2","1","Kierujący","2000-09-13","Kobieta","Posiada","Trzeźwy","2",NA,NA,NA,NA
109245830,"1","1","Kierujący","1958-06-25","Mężczyzna","Posiada","Trzeźwy","32","Nieprawidłowe: wyprzedzanie","Dochodzenie",NA,NA
109245830,"2","1","Kierujący","1977-08-11","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109246468,"1","1","Kierujący","Nieustalona","Mężczyzna",NA,"Trzeźwy",NA,"Nieprawidłowe: skręcanie","Inny sposób zakończenia",NA,NA
109246468,"2","1","Kierujący","1950-07-23","Mężczyzna","Posiada","Trzeźwy","31",NA,NA,NA,NA
109246652,"1","1","Kierujący","1977-08-23","Mężczyzna","Posiada","Trzeźwy","10","Nieudzielenie pierwszeństwa przejazdu","Pouczenie",NA,NA
109246652,"2","1","Kierujący","1971-12-15","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109246662,"1","1","Kierujący","1983-06-25","Mężczyzna","Nie wymagane","Alkoholu",NA,"Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych","Wniosek o ukaranie",NA,NA
109247029,"1","1","Kierujący","2012-07-18","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Ranny lekko",NA
109247029,"2","1","Kierujący","1988-07-26","Mężczyzna","Posiada","Trzeźwy","11",NA,NA,NA,NA
109247081,"1","1","Kierujący","1958-05-15","Mężczyzna","Nie posiada","Alkoholu",NA,"Inne przyczyny","Wniosek o ukaranie",NA,NA
109247081,"2","1","Kierujący","2013-02-15","Kobieta","Nie posiada","Trzeźwy",NA,NA,NA,NA,NA
109247330,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Inne przyczyny","Dochodzenie",NA,NA
