"Id","ID pojazdu","ID pasażera","Rola","Data urodzenia","Płeć","Uprawnienia do prowadzenia pojazdu","Pod wpływem","Liczba lat kierowania","Przyczyna wypadku","Kara","Obrażenia"
96814604,"1","1","Kierujący","1990-10-09","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96814604,"2","1","Kierujący","1945-04-04","Mężczyzna","Posiada","Trzeźwy","52","Nieprawidłowe: przejeżdżanie przejścia dla rowerów","Wniosek o ukaranie",NA
96814771,"1","1","Kierujący","2000-09-26","Mężczyzna","Posiada","Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Pouczenie","Ranny lekko"
96815338,"1","1","Kierujący","1998-08-13","Mężczyzna","Nie posiada","Trzeźwy",NA,NA,NA,"Ranny lekko"
96815338,"2","1","Kierujący","1980-07-27","Kobieta","Posiada","Trzeźwy","12","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96815617,"1","1","Kierujący","1919-10-17","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96815617,"2","1","Kierujący","Nieustalona","Nie ustalono","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: skręcanie","Dochodzenie",NA
96816750,"1","1","Kierujący","1959-03-20","Kobieta","Posiada","Trzeźwy","4",NA,NA,NA
96816750,"2","1","Kierujący","1953-01-21","Mężczyzna","Posiada","Trzeźwy","41","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96816792,"1","1","Kierujący","1955-08-16","Mężczyzna","Posiada","Trzeźwy","29",NA,NA,NA
96816792,"2","1","Kierujący","1963-06-12","Mężczyzna","Nie wymagane","Trzeźwy","29","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96816802,"1","1","Kierujący","1958-07-13","Mężczyzna","Posiada","Trzeźwy","40",NA,NA,NA
96816802,"2","1","Kierujący","1964-05-13","Mężczyzna","Posiada","Trzeźwy","20","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96817339,"1","1","Kierujący","1989-02-20","Mężczyzna","Posiada","Trzeźwy","5",NA,NA,NA
96817339,"2","1","Kierujący","2000-12-26","Mężczyzna","Posiada","Trzeźwy","1","Nieprawidłowe: skręcanie","Pouczenie",NA
96817422,"1","1","Kierujący","1991-08-14","Kobieta","Posiada","Trzeźwy","2","Nieprawidłowe: wyprzedzanie","Mandat karny",NA
96817422,"2","1","Kierujący","1968-08-03","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96820847,"1","1","Kierujący","1943-09-26","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96820847,"2","1","Kierujący","1936-10-15","Mężczyzna","Posiada","Trzeźwy","12","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96820901,"1","1","Kierujący","1968-05-23","Mężczyzna","Posiada","Trzeźwy",NA,NA,NA,NA
96820901,"2","1","Kierujący","2004-04-27","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Pouczenie",NA
96820901,"3","1","Kierujący","1988-09-12","Kobieta","Posiada","Trzeźwy",NA,NA,NA,NA
96820934,"1","1","Kierujący","1949-01-30","Mężczyzna","Posiada","Trzeźwy","47",NA,NA,NA
96820934,"2","1","Kierujący","1958-10-06","Mężczyzna","Nie wymagane","Alkoholu",NA,"Nieprawidłowe: omijanie","Wniosek o ukaranie",NA
96821410,"1","1","Kierujący","1987-04-08","Mężczyzna","Nie wymagane","Alkoholu",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA
96821410,"2","1","Kierujący","1981-08-17","Mężczyzna","Posiada","Trzeźwy","9",NA,NA,NA
96821443,"1","1","Kierujący","1983-09-30","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96821443,"2","1","Kierujący","1952-12-17","Mężczyzna","Posiada","Trzeźwy","10","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA
96821448,"1","1","Kierujący","1990-06-25","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96821448,"2","1","Kierujący","1972-10-13","Mężczyzna","Posiada","Trzeźwy","29","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96822317,"1","1","Kierujący","1942-06-15","Kobieta","Posiada","Trzeźwy","38","Nieudzielenie pierwszeństwa pieszemu","Mandat karny",NA
96822317,"2","1","Kierujący","1993-10-31","Kobieta","Nie posiada","Trzeźwy",NA,NA,NA,NA
96822365,"1","1","Kierujący","1958-03-04","Mężczyzna","Posiada","Trzeźwy","24",NA,NA,NA
96822365,"2","1","Kierujący","1980-01-20","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96822756,"1","1","Kierujący","1951-01-06","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96822756,"2","1","Kierujący","1936-09-13","Mężczyzna","Posiada","Trzeźwy","51","Nieprawidłowe: skręcanie","Dochodzenie",NA
96823137,"1","1","Kierujący","1991-12-03","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96823137,"2","1","Kierujący","1969-01-03","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96823515,"1","1","Kierujący","1952-02-20","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Pouczenie","Ranny ciężko"
96824318,"1","1","Kierujący","1949-02-18","Mężczyzna","Posiada","Trzeźwy",NA,NA,NA,NA
96824318,"2","1","Kierujący","1948-10-26","Mężczyzna","Nie wymagane","Alkoholu",NA,NA,"Dochodzenie","Ranny lekko"
96825018,"1","1","Kierujący","2005-12-09","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96825018,"2","1","Kierujący","1991-11-26","Mężczyzna","Posiada","Trzeźwy","2","Nieprawidłowe: omijanie","Wniosek o ukaranie",NA
96825227,"1","1","Kierujący","1955-08-23","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Dochodzenie","Ranny lekko"
96825233,"1","1","Kierujący","1987-10-04","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96825233,"2","1","Kierujący","1990-03-01","Mężczyzna","Posiada","Trzeźwy","4","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA
96825240,"1","1","Kierujący","1974-03-18","Mężczyzna","Posiada","Trzeźwy","20",NA,NA,NA
96825240,"2","1","Kierujący","1991-02-01","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Ranny lekko"
96825511,"1","1","Kierujący","1957-03-26","Mężczyzna","Posiada","Trzeźwy",NA,NA,NA,"Ranny lekko"
96825511,"2","1","Kierujący","1968-01-24","Mężczyzna","Posiada","Trzeźwy","26","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96825546,"1","1","Kierujący","1985-02-04","Mężczyzna","Posiada","Trzeźwy","4",NA,NA,NA
96825546,"2","1","Kierujący","1985-08-14","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA
96825796,"1","1","Kierujący","1974-08-15","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Pouczenie","Ranny lekko"
96826888,"1","1","Kierujący","1955-11-29","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96826888,"2","1","Kierujący","1978-06-07","Mężczyzna","Posiada","Trzeźwy","11","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA
96827989,"1","1","Kierujący","1992-11-08","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96827989,"2","1","Kierujący","1962-12-13","Mężczyzna","Posiada","Trzeźwy","12","Nieprawidłowe: wyprzedzanie","Mandat karny",NA
96828521,"1","1","Kierujący","1957-09-22","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Mandat karny",NA
96828521,"2","1","Kierujący","1956-04-28","Kobieta","Posiada","Trzeźwy","22",NA,NA,NA
96828694,"1","1","Kierujący","1936-03-05","Mężczyzna","Posiada","Trzeźwy","40",NA,NA,NA
96828694,"2","1","Kierujący","1979-11-17","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA
96829050,"1","1","Kierujący","1940-09-29","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96829050,"2","1","Kierujący","1980-06-25","Mężczyzna","Posiada","Trzeźwy","14","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96830763,"1","1","Kierujący","1980-09-10","Mężczyzna","Posiada","Trzeźwy","24",NA,NA,NA
96830763,"2","1","Kierujący","Nieustalona","Mężczyzna",NA,"Trzeźwy",NA,NA,"Wniosek o ukaranie",NA
96830919,"1","1","Kierujący","2002-02-28","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Wjazd przy czerwonym świetle","Wniosek o ukaranie","Ranny lekko"
96830919,"2","1","Kierujący","1989-04-15","Kobieta","Posiada","Trzeźwy","2",NA,NA,NA
96831038,"1","1","Kierujący","1982-11-03","Mężczyzna","Posiada","Trzeźwy","4","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96831038,"2","1","Kierujący","1994-12-04","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96831547,"1","1","Kierujący","1962-04-21","Mężczyzna","Nie wymagane","Alkoholu",NA,NA,NA,"Ranny lekko"
96831547,"2","1","Kierujący","1990-10-22","Mężczyzna","Posiada","Trzeźwy","3","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96832168,"1","1","Kierujący","1950-12-12","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Wniosek o ukaranie",NA
96832168,"2","1","Kierujący","1949-04-06","Mężczyzna","Posiada","Trzeźwy","28",NA,NA,NA
96832266,"1","1","Kierujący","1963-07-19","Kobieta","Posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96832266,"2","1","Kierujący","2007-10-26","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96832412,"1","1","Kierujący","1966-12-19","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96832412,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96832853,"1","1","Kierujący","1979-11-12","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96832853,"2","1","Kierujący","1947-07-24","Mężczyzna","Posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96832919,"1","1","Kierujący","Nieustalona","Mężczyzna",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa pieszemu","Wniosek o ukaranie",NA
96835136,"1","1","Kierujący","1982-09-15","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96835136,"2","1","Kierujący","1982-05-12","Mężczyzna","Posiada","Trzeźwy","3","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96838071,"1","1","Kierujący","1970-05-11","Mężczyzna","Posiada","Trzeźwy","24",NA,NA,NA
96838071,"2","1","Kierujący","1993-02-23","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Pouczenie",NA
96839763,"1","1","Kierujący","1940-09-03","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96839763,"2","1","Kierujący","1978-07-11","Mężczyzna","Posiada","Trzeźwy","6","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96839988,"1","1","Kierujący","1988-01-10","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96839988,"2","1","Kierujący","1985-08-22","Mężczyzna","Posiada","Trzeźwy","3","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA
96839992,"1","1","Kierujący","1989-12-19","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96839992,"2","1","Kierujący","1944-08-14","Mężczyzna","Posiada","Trzeźwy","36","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96839993,"1","1","Kierujący","1981-02-04","Mężczyzna","Posiada","Trzeźwy","5","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96839993,"2","1","Kierujący","1951-07-30","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96840174,"1","1","Kierujący","1967-12-26","Kobieta","Posiada","Trzeźwy",NA,NA,NA,NA
96840174,"2","1","Kierujący","1930-05-05","Mężczyzna","Posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96840344,"1","1","Kierujący","2003-11-26","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Inny organ","Ranny lekko"
96840344,"2","1","Kierujący","1974-06-12","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: cofanie","Inny organ",NA
96840503,"1","1","Kierujący","1983-05-19","Mężczyzna","Posiada","Trzeźwy","9",NA,NA,NA
96840503,"2","1","Kierujący","2000-10-12","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Pouczenie",NA
96840816,"1","1","Kierujący","2001-12-01","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieprawidłowe: wymijanie","Pouczenie",NA
96840816,"2","1","Kierujący","1993-10-06","Mężczyzna","Posiada","Trzeźwy","1","Nieprawidłowe: wymijanie","Mandat karny",NA
96841410,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,NA,"Dochodzenie",NA
96841410,"2","1","Kierujący","1999-06-06","Mężczyzna","Posiada","Trzeźwy",NA,NA,NA,"Ranny lekko"
96841813,"1","1","Kierujący","1963-10-07","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96841813,"2","1","Kierujący","1987-10-12","Kobieta","Posiada","Trzeźwy","6","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96841821,"1","1","Kierujący","1957-01-19","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96841821,"2","1","Kierujący","1976-04-15","Mężczyzna","Posiada","Trzeźwy","20","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96842955,"1","1","Kierujący","1979-09-02","Mężczyzna","Posiada","Trzeźwy","6","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96842955,"2","1","Kierujący","1995-11-28","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96842976,"1","1","Kierujący","Nieustalona","Mężczyzna",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96843404,"1","1","Kierujący","1962-01-11","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96843404,"2","1","Kierujący","1993-11-24","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96843745,"1","1","Kierujący","2003-03-26","Kobieta","Posiada","Trzeźwy",NA,NA,NA,NA
96843745,"2","1","Kierujący","1955-08-31","Kobieta","Posiada","Trzeźwy",NA,NA,"Pouczenie",NA
96843944,"1","1","Kierujący","1990-02-20","Mężczyzna","Posiada","Trzeźwy","4",NA,NA,NA
96843944,"2","1","Kierujący","1984-09-24","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Jazda po niewłaściwej stronie drogi","Pouczenie","Ranny ciężko"
96844125,"1","1","Kierujący","1993-01-11","Kobieta","Nie wymagane","Trzeźwy",NA,NA,"Mandat karny",NA
96844125,"2","1","Kierujący","1950-06-07","Mężczyzna","Posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96844448,"1","1","Kierujący","1946-09-26","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96844448,"2","1","Kierujący","1985-07-23","Mężczyzna","Posiada","Trzeźwy","10","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96844455,"1","1","Kierujący","1968-11-02","Kobieta","Nie wymagane","Trzeźwy",NA,"Jazda po niewłaściwej stronie drogi","Dochodzenie","Ranny lekko"
96844455,"2","1","Kierujący","1973-12-05","Mężczyzna","Posiada","Trzeźwy","22",NA,NA,NA
96844584,"1","1","Kierujący","1960-01-21","Mężczyzna","Posiada","Trzeźwy","33","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96844584,"2","1","Kierujący","1936-03-27","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96844589,"1","1","Kierujący","1952-08-02","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96844589,"2","1","Kierujący","1994-04-03","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niezachowanie bezp. odl. między pojazdami","Mandat karny",NA
96844673,"1","1","Kierujący","1989-09-21","Mężczyzna","Posiada","Trzeźwy","4",NA,NA,NA
96844673,"2","1","Kierujący","1993-09-08","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Dochodzenie","Ranny lekko"
96844806,"1","1","Kierujący","1999-03-02","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96844806,"2","1","Kierujący","1967-03-11","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niezachowanie bezp. odl. między pojazdami","Dochodzenie",NA
96845210,"1","1","Kierujący","1956-05-07","Mężczyzna","Posiada","Trzeźwy","38",NA,NA,NA
96845210,"2","1","Kierujący","1998-10-30","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Wniosek o ukaranie",NA
96845246,"1","1","Kierujący","1955-05-03","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96845246,"2","1","Kierujący","1968-01-16","Mężczyzna","Posiada","Trzeźwy","23","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96846249,"1","1","Kierujący","1970-05-15","Mężczyzna","Posiada","Trzeźwy","25",NA,NA,NA
96846249,"2","1","Kierujący","Nieustalona","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96846763,"1","1","Kierujący","2004-08-16","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu",NA,"Ranny lekko"
96846763,"2","1","Kierujący","1973-08-02","Mężczyzna","Posiada","Trzeźwy","21",NA,NA,NA
96847198,"1","1","Kierujący","1934-11-16","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny ciężko"
96847198,"2","1","Kierujący","1983-07-14","Mężczyzna","Posiada","Trzeźwy","12","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96847311,"1","1","Kierujący","1953-06-24","Mężczyzna","Nie wymagane","Alkoholu",NA,"Nieprawidłowe: zmienianie pasa ruchu","Dochodzenie",NA
96847311,"2","1","Kierujący","1989-12-02","Mężczyzna","Posiada","Trzeźwy","4",NA,NA,NA
96847932,"1","1","Kierujący","1976-07-08","Mężczyzna","Posiada","Trzeźwy","19",NA,NA,NA
96847932,"2","1","Kierujący","2001-01-20","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Dochodzenie","Ranny ciężko"
96847939,"1","1","Kierujący","1988-02-25","Mężczyzna","Posiada","Trzeźwy","6",NA,NA,NA
96847939,"2","1","Kierujący","1961-10-17","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: omijanie","Dochodzenie",NA
96848181,"1","1","Kierujący","1982-03-18","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96848181,"2","1","Kierujący","1990-03-05","Mężczyzna","Posiada","Trzeźwy","3","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96848291,"1","1","Kierujący","1974-10-12","Kobieta","Posiada","Trzeźwy","20",NA,NA,NA
96848291,"2","1","Kierujący","1986-10-23","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96848881,"1","1","Kierujący","1982-10-02","Kobieta","Posiada","Trzeźwy","9",NA,NA,NA
96848881,"2","1","Kierujący","2003-06-27","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Inny organ",NA
96848892,"1","1","Kierujący","1969-05-09","Kobieta","Posiada","Trzeźwy","32",NA,NA,NA
96848892,"2","1","Kierujący","1997-03-20","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niezachowanie bezp. odl. między pojazdami",NA,NA
96849019,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Dochodzenie",NA
96849380,"1","1","Kierujący","1958-06-25","Mężczyzna","Nie wymagane","Alkoholu",NA,NA,NA,"Ranny lekko"
96849380,"2","1","Kierujący","1965-01-05","Kobieta","Posiada","Trzeźwy","27","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA
96849504,"1","1","Kierujący","1966-02-11","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96849504,"2","1","Kierujący","1975-06-26","Mężczyzna","Posiada","Trzeźwy","15","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96849973,"1","1","Kierujący","1946-08-04","Mężczyzna","Nie wymagane","Alkoholu",NA,NA,NA,"Ranny ciężko"
96849973,"2","1","Kierujący","1986-05-11","Mężczyzna","Posiada","Trzeźwy","8","Nieprawidłowe: wyprzedzanie","Dochodzenie",NA
96850459,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Gwałtowne hamowanie","Wniosek o ukaranie",NA
96850459,"2","1","Kierujący","1986-06-24","Kobieta","Nie wymagane","Trzeźwy",NA,NA,"Dochodzenie","Ranny lekko"
96850486,"1","1","Kierujący","1943-02-08","Kobieta","Posiada","Trzeźwy","51","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96850486,"2","1","Kierujący","1972-10-13","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96851168,"1","1","Kierujący","1992-08-17","Mężczyzna","Posiada","Trzeźwy","2",NA,NA,NA
96851168,"2","1","Pasażer","2000-09-11","Kobieta",NA,"Trzeźwy",NA,NA,NA,"Ranny lekko"
96851168,"2","2","Kierujący","2000-04-12","Kobieta","Posiada","Trzeźwy","1","Nieprzestrzeganie innych sygnałów",NA,"Ranny lekko"
96852591,"1","1","Kierujący","1930-03-24","Mężczyzna","Posiada","Trzeźwy",NA,"Jazda po niewłaściwej stronie drogi","Pouczenie",NA
96852591,"2","1","Kierujący","1983-07-12","Mężczyzna","Posiada","Trzeźwy",NA,NA,"Pouczenie",NA
96853163,"1","1","Kierujący","1989-05-18","Mężczyzna","Nie wymagane","Alkoholu",NA,"Nieprzestrzeganie innych sygnałów","Dochodzenie",NA
96853723,"1","1","Kierujący","1968-10-25","Kobieta","Nie wymagane","Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Inny organ",NA
96854460,"1","1","Kierujący","1952-12-01","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96854460,"2","1","Kierujący","1977-07-26","Mężczyzna","Posiada","Trzeźwy","16","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96854803,"1","1","Kierujący","1972-02-11","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96854803,"2","1","Kierujący","2005-08-18","Kobieta","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA
96856058,"1","1","Kierujący","1939-07-04","Mężczyzna","Posiada","Trzeźwy","52","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96856058,"2","1","Kierujący","1977-02-12","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96856152,"1","1","Kierujący","1950-04-12","Mężczyzna","Nie wymagane","Alkoholu",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Ranny ciężko"
96856152,"2","1","Kierujący","1950-04-09","Mężczyzna","Posiada","Trzeźwy",NA,NA,NA,NA
96856728,"1","1","Kierujący","1991-11-22","Mężczyzna","Posiada","Trzeźwy","2","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96856728,"2","1","Kierujący","1989-10-07","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96856732,"1","1","Kierujący","1981-11-20","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: wyprzedzanie","Dochodzenie","Ranny lekko"
96856732,"2","1","Kierujący","1952-01-25","Mężczyzna","Posiada","Trzeźwy",NA,NA,NA,NA
96856862,"1","1","Kierujący","1947-04-29","Mężczyzna","Posiada","Trzeźwy",NA,NA,NA,NA
96856862,"2","1","Kierujący","1971-05-09","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niezachowanie bezp. odl. między pojazdami","Dochodzenie",NA
96859110,"1","1","Kierujący","1980-11-07","Mężczyzna","Posiada","Trzeźwy",NA,NA,NA,NA
96859110,"2","1","Kierujący","1985-10-06","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96859393,"1","1","Kierujący","1950-04-08","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96859393,"2","1","Kierujący","1968-03-20","Kobieta","Posiada","Trzeźwy","22","Nieprawidłowe: omijanie","Mandat karny",NA
96860121,"1","1","Kierujący","1958-02-11","Mężczyzna","Posiada","Trzeźwy","38",NA,NA,NA
96860121,"2","1","Kierujący","1959-07-13","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: skręcanie","Dochodzenie","Ranny lekko"
96860207,"1","1","Kierujący","1967-10-31","Mężczyzna","Posiada","Trzeźwy","16",NA,NA,NA
96860207,"2","1","Kierujący","1956-10-07","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: omijanie","Mandat karny",NA
96860707,"1","1","Kierujący","1952-10-03","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96860707,"2","1","Kierujący","1978-04-04","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Dochodzenie","Ranny lekko"
96861540,"1","1","Kierujący","1952-11-02","Mężczyzna","Posiada","Trzeźwy","36","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96861540,"2","1","Kierujący","1996-05-27","Kobieta","Nie posiada","Trzeźwy",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych",NA,"Ranny lekko"
96862053,"1","1","Kierujący","1941-11-08","Mężczyzna","Posiada","Trzeźwy","20",NA,NA,"Ranny lekko"
96862053,"2","1","Kierujący","1979-12-22","Kobieta","Posiada","Trzeźwy","9","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96862173,"1","1","Kierujący","1988-07-15","Mężczyzna","Posiada","Trzeźwy","6",NA,NA,NA
96862173,"2","1","Kierujący","2008-03-03","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny organ","Ranny lekko"
