"Id","ID pojazdu","ID pasażera","Rola","Data urodzenia","Płeć","Uprawnienia do prowadzenia pojazdu","Liczba lat kierowania","Przyczyna wypadku","Kara","Pod wpływem","Obrażenia"
94387921,"2","1","Kierujący","1988-06-04","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94387958,"1","1","Kierujący","1975-10-30","Kobieta","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94387958,"2","1","Kierujący","1976-04-22","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94388271,"1","1","Kierujący","1987-09-10","Mężczyzna","Posiada",NA,NA,NA,"Trzeźwy",NA
94388271,"1","2","Pasażer","1991-01-14","Mężczyzna",NA,NA,NA,"Mandat karny","Trzeźwy",NA
94388271,"2","1","Kierujący","1983-06-08","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94390621,"1","1","Kierujący","1979-06-30","Mężczyzna","Posiada","14","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94390621,"2","1","Kierujący","1963-08-20","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94394594,"1","1","Kierujący","1975-01-18","Kobieta","Nie wymagane",NA,NA,"Pouczenie","Trzeźwy",NA
94394594,"2","1","Kierujący","1947-09-14","Mężczyzna","Posiada","10",NA,NA,"Trzeźwy",NA
94395954,"1","1","Kierujący","1993-02-07","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy","Ranny ciężko"
94395954,"2","1","Kierujący","1982-03-01","Mężczyzna","Posiada","10",NA,NA,"Trzeźwy",NA
94395974,"1","1","Kierujący","1949-05-04","Mężczyzna","Posiada",NA,"Niedostosowanie prędkości do warunków ruchu","Dochodzenie","Trzeźwy",NA
94395974,"2","1","Kierujący","1970-05-28","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94396246,"1","1","Kierujący","1974-04-03","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy","Ranny ciężko"
94396246,"2","1","Kierujący","1990-07-02","Mężczyzna","Posiada","1",NA,NA,"Trzeźwy",NA
94397918,"1","1","Kierujący","1982-09-02","Mężczyzna","Posiada","11","Jazda po niewłaściwej stronie drogi","Dochodzenie","Trzeźwy",NA
94397918,"2","1","Kierujący","2002-06-24","Mężczyzna","Nie wymagane",NA,"Jazda po niewłaściwej stronie drogi","Dochodzenie","Trzeźwy","Ranny lekko"
94398589,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA
94398589,"2","1","Kierujący","1978-07-08","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94398595,"1","1","Kierujący","1998-12-18","Mężczyzna","Posiada","3","Wjazd przy czerwonym świetle","Dochodzenie","Trzeźwy","Ranny lekko"
94398595,"2","1","Kierujący","1958-07-19","Mężczyzna","Posiada","35",NA,NA,"Trzeźwy",NA
94400020,"1","1","Kierujący","1971-12-17","Mężczyzna","Posiada","11","Niezachowanie bezp. odl. między pojazdami","Dochodzenie","Alkoholu",NA
94400020,"2","1","Kierujący","1958-10-29","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94400605,"1","1","Kierujący","1975-01-04","Mężczyzna","Nie wymagane",NA,"Niezachowanie bezp. odl. między pojazdami","Pouczenie","Trzeźwy",NA
94400605,"2","1","Kierujący","1966-05-04","Mężczyzna","Posiada","6",NA,NA,"Trzeźwy",NA
94401141,"1","1","Kierujący","1988-03-28","Mężczyzna","Posiada","5","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94401141,"2","1","Kierujący","1952-08-23","Mężczyzna","Nie wymagane",NA,NA,NA,"Alkoholu","Ranny lekko"
94401234,"1","1","Kierujący","Nieustalona","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy","Smierć na miejscu"
94401234,"2","1","Kierujący","1974-12-25","Mężczyzna","Posiada","17",NA,NA,"Trzeźwy",NA
94401259,"1","1","Kierujący","1987-09-30","Mężczyzna","Posiada",NA,"Jazda po niewłaściwej stronie drogi","Dochodzenie","Trzeźwy",NA
94401259,"2","1","Kierujący","1997-01-16","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94401335,"1","1","Kierujący","2000-05-24","Mężczyzna","Nie posiada",NA,NA,"Wniosek o ukaranie","Trzeźwy",NA
94401335,"2","1","Kierujący","1981-10-23","Kobieta","Posiada","5",NA,NA,"Trzeźwy",NA
94401340,"1","1","Kierujący","1976-05-27","Mężczyzna","Nie wymagane",NA,NA,"Inny organ","Trzeźwy",NA
94401370,"1","1","Kierujący","1961-11-24","Mężczyzna","Posiada","29","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA
94401370,"2","1","Kierujący","1994-04-07","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94401512,"1","1","Kierujący","1993-07-20","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: skręcanie","Wniosek o ukaranie","Trzeźwy","Ranny lekko"
94401512,"2","1","Kierujący","1952-09-05","Mężczyzna","Posiada","37",NA,NA,"Trzeźwy",NA
94401599,"1","1","Kierujący","1973-03-11","Kobieta","Posiada","6",NA,"Dochodzenie","Trzeźwy",NA
94401599,"2","1","Kierujący","1944-09-11","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94401925,"1","1","Kierujący","1984-01-20","Mężczyzna","Posiada","6","Nieprawidłowe: wyprzedzanie","Mandat karny","Trzeźwy",NA
94401925,"2","1","Kierujący","1989-11-18","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94402187,"1","1","Kierujący","1986-05-25","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94402436,"1","1","Kierujący","1998-02-23","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy","Ranny lekko"
94402436,"2","1","Kierujący","1965-05-06","Mężczyzna","Posiada","28",NA,NA,"Trzeźwy",NA
94402556,"1","1","Kierujący","1972-11-19","Kobieta","Posiada","14","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA
94402556,"2","1","Kierujący","1996-01-11","Mężczyzna","Posiada",NA,NA,NA,"Trzeźwy","Ranny lekko"
94403895,"1","1","Kierujący","1940-04-16","Kobieta","Posiada","20","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA
94403895,"2","1","Kierujący","1981-08-14","Kobieta","Posiada","12",NA,NA,"Trzeźwy",NA
94409246,"1","1","Kierujący","1972-06-06","Mężczyzna","Posiada","22","Nieprawidłowe: wyprzedzanie","Mandat karny","Trzeźwy",NA
94409246,"2","1","Kierujący","1974-05-10","Mężczyzna","Posiada","20",NA,NA,"Trzeźwy",NA
94409982,"1","1","Kierujący","1988-03-10","Mężczyzna","Nie wymagane",NA,"Niezachowanie bezp. odl. między pojazdami","Wniosek o ukaranie","Trzeźwy",NA
94409982,"2","1","Kierujący","1987-02-05","Mężczyzna","Posiada",NA,NA,NA,"Trzeźwy",NA
94409999,"1","1","Kierujący","1938-02-06","Mężczyzna","Posiada","35","Nieprawidłowe: wyprzedzanie","Mandat karny","Trzeźwy",NA
94409999,"2","1","Kierujący","1947-06-03","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94410022,"1","1","Kierujący","1972-12-20","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko"
94410029,"1","1","Kierujący","1968-08-25","Kobieta","Posiada","5","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94410029,"2","1","Kierujący","1977-08-03","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94412721,"1","1","Kierujący","1973-08-02","Mężczyzna","Posiada","20","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA
94412721,"2","1","Kierujący","1978-05-08","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94412734,"1","1","Kierujący","1986-04-29","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa pieszemu","Dochodzenie","Trzeźwy",NA
94413009,"1","1","Kierujący","1953-12-25","Mężczyzna","Posiada","30","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA
94413009,"2","1","Kierujący","1971-03-01","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94413109,"1","1","Kierujący","1991-07-07","Mężczyzna","Nie wymagane",NA,"Wjazd przy czerwonym świetle","Dochodzenie","Trzeźwy","Ranny lekko"
94413109,"2","1","Kierujący","1981-10-21","Kobieta","Posiada","9",NA,NA,"Trzeźwy",NA
94413976,"1","1","Kierujący","1990-01-06","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA
94413976,"2","1","Kierujący","1976-05-27","Mężczyzna","Posiada",NA,NA,NA,"Trzeźwy",NA
94414594,"1","1","Kierujący","1962-03-22","Kobieta","Nie wymagane",NA,"Niedostosowanie prędkości do warunków ruchu","Dochodzenie","Alkoholu","Ranny lekko"
94414983,"1","1","Kierujący","1954-03-19","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Dochodzenie","Trzeźwy","Ranny lekko"
94414983,"2","1","Kierujący","1992-02-27","Mężczyzna","Posiada","1",NA,NA,"Trzeźwy",NA
94415083,"1","1","Kierujący","1970-05-03","Mężczyzna","Posiada","22","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94415083,"2","1","Kierujący","1974-01-14","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94415120,"1","1","Kierujący","1975-10-07","Kobieta","Posiada",NA,"Wjazd przy czerwonym świetle","Mandat karny","Trzeźwy",NA
94415120,"2","1","Kierujący","2005-03-04","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94415271,"1","1","Kierujący","1987-04-23","Mężczyzna","Posiada","5","Nieprawidłowe: wyprzedzanie","Dochodzenie","Trzeźwy","Ranny lekko"
94415271,"2","1","Kierujący","1978-01-18","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Smierć na miejscu"
94416111,"1","1","Kierujący","1941-10-29","Mężczyzna","Posiada","30","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA
94416111,"2","1","Kierujący","1977-12-22","Mężczyzna","Posiada","10",NA,NA,"Trzeźwy",NA
94416409,"1","1","Kierujący","1952-08-25","Mężczyzna","Nie wymagane",NA,NA,"Mandat karny","Trzeźwy",NA
94416409,"2","1","Kierujący","1972-12-11","Mężczyzna","Posiada","22",NA,NA,"Trzeźwy",NA
94416432,"1","1","Kierujący","1972-04-12","Kobieta","Posiada","21","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA
94416432,"2","1","Kierujący","1990-12-13","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94420069,"1","1","Kierujący","1978-02-23","Kobieta","Posiada","4","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94420069,"2","1","Kierujący","1944-02-12","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94420916,"1","1","Kierujący","1987-08-04","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy","Ranny lekko"
94420916,"2","1","Kierujący","1987-05-06","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94421535,"1","1","Kierujący","1994-06-06","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94421535,"2","1","Kierujący","1986-12-21","Mężczyzna","Nie posiada",NA,"Nieprawidłowe: wymijanie","Mandat karny","Trzeźwy",NA
94421911,"1","1","Kierujący","1985-01-14","Mężczyzna","Posiada","9","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA
94421911,"2","1","Kierujący","1955-06-08","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko"
94421911,"3","1","Kierujący","1981-12-02","Mężczyzna","Posiada","11",NA,NA,"Trzeźwy",NA
94421997,"1","1","Kierujący","1997-09-16","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA
94421997,"2","1","Kierujący","1966-10-01","Mężczyzna","Posiada","23",NA,NA,"Trzeźwy",NA
94422946,"1","1","Kierujący","1971-06-30","Mężczyzna","Nie wymagane",NA,"Jazda po niewłaściwej stronie drogi","Wniosek o ukaranie","Trzeźwy","Ranny lekko"
94422946,"2","1","Kierujący","1981-04-26","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94423273,"1","1","Kierujący","1947-03-16","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94423496,"1","1","Kierujący","1949-05-31","Mężczyzna","Posiada","43","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA
94423496,"2","1","Kierujący","1970-11-08","Mężczyzna","Posiada","23",NA,NA,"Trzeźwy",NA
94425011,"1","1","Kierujący","2008-03-14","Mężczyzna","Nie posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy","Ranny lekko"
94425011,"2","1","Kierujący","1985-02-17","Mężczyzna","Posiada","6",NA,NA,"Trzeźwy",NA
94425332,"1","1","Kierujący","1981-12-13","Mężczyzna","Posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA
94425332,"2","1","Kierujący","1984-06-07","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94428457,"1","1","Kierujący","1992-06-17","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: wymijanie","Mandat karny","Alkoholu",NA
94428457,"2","1","Kierujący","1982-11-02","Mężczyzna","Posiada",NA,NA,NA,"Trzeźwy",NA
94428618,"1","1","Kierujący","1976-07-16","Mężczyzna","Posiada","1","Nieprawidłowe: skręcanie","Mandat karny","Trzeźwy",NA
94428618,"2","1","Kierujący","1949-07-09","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94429051,"1","1","Kierujący","1972-06-28","Mężczyzna","Posiada",NA,NA,NA,"Trzeźwy",NA
94429051,"2","1","Kierujący","1966-11-15","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94429129,"1","1","Kierujący","1998-09-14","Mężczyzna","Posiada",NA,"Nieprawidłowe: skręcanie",NA,"Trzeźwy",NA
94429129,"2","1","Kierujący","1979-04-09","Mężczyzna","Posiada","3",NA,NA,"Trzeźwy",NA
94429421,"1","1","Kierujący","1984-03-25","Mężczyzna","Posiada","9","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA
94429421,"2","1","Kierujący","1950-05-16","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko"
94429972,"1","1","Kierujący","1963-01-09","Mężczyzna","Posiada","30","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94429972,"2","1","Kierujący","1996-05-31","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94430004,"1","1","Kierujący","1953-05-18","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu",NA,"Trzeźwy","Ranny lekko"
94430004,"2","1","Kierujący","1978-08-30","Mężczyzna","Posiada","13",NA,NA,"Trzeźwy",NA
94432618,"1","1","Kierujący","1979-04-10","Mężczyzna","Posiada","12","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94432618,"2","1","Kierujący","1982-09-25","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94432651,"1","1","Kierujący","1955-03-18","Mężczyzna","Nie wymagane",NA,NA,"Dochodzenie","Trzeźwy","Ranny lekko"
94432651,"2","1","Kierujący","1996-08-02","Mężczyzna","Nie posiada",NA,NA,NA,"Trzeźwy",NA
94432678,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Niedostosowanie prędkości do warunków ruchu","Dochodzenie","Trzeźwy",NA
94432678,"2","1","Kierujący","1953-10-05","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94432816,"1","1","Kierujący","1955-04-20","Mężczyzna","Posiada","37","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA
94432816,"2","1","Kierujący","1992-03-04","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94432942,"1","1","Kierujący","1946-05-08","Kobieta","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA
94432942,"2","1","Kierujący","1976-10-01","Mężczyzna","Posiada","17",NA,NA,"Trzeźwy",NA
94433887,"1","1","Kierujący","Nieustalona","Nie ustalono","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94433887,"2","1","Kierujący","1991-09-25","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94434871,"1","1","Kierujący","1950-06-06","Mężczyzna","Nie wymagane",NA,NA,"Dochodzenie","Trzeźwy","Ranny lekko"
94434871,"2","1","Kierujący","1927-09-09","Mężczyzna","Posiada",NA,"Nieprawidłowe: wyprzedzanie",NA,"Trzeźwy",NA
94434973,"1","1","Kierujący","1995-12-14","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Pouczenie","Trzeźwy",NA
94434973,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,NA,NA,"Trzeźwy",NA
94435343,"1","1","Kierujący","1950-05-12","Mężczyzna","Posiada","39","Nieprawidłowe: cofanie","Dochodzenie","Trzeźwy",NA
94435343,"2","1","Kierujący","1995-04-04","Kobieta","Posiada","4",NA,NA,"Trzeźwy","Ranny lekko"
94435856,"1","1","Kierujący","1979-02-25","Mężczyzna","Posiada","15","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA
94435856,"2","1","Kierujący","1939-02-28","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94438357,"1","1","Kierujący","1988-06-27","Mężczyzna","Nie posiada",NA,"Niezachowanie bezp. odl. między pojazdami","Wniosek o ukaranie","Alkoholu",NA
94438357,"2","1","Kierujący","1969-10-28","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94438574,"1","1","Kierujący","1995-07-11","Mężczyzna","Posiada",NA,"Niedostosowanie prędkości do warunków ruchu","Wniosek o ukaranie","Trzeźwy","Ranny lekko"
94438574,"2","1","Kierujący","1949-01-27","Mężczyzna","Posiada","37",NA,NA,"Trzeźwy",NA
94438792,"1","1","Kierujący","1995-02-11","Mężczyzna","Posiada","1","Nieudzielenie pierwszeństwa przejazdu","Inny organ","Trzeźwy",NA
94438792,"2","1","Kierujący","1962-01-02","Mężczyzna","Posiada","5",NA,NA,"Trzeźwy",NA
94439339,"1","1","Kierujący","1971-06-30","Mężczyzna","Posiada",NA,"Niezachowanie bezp. odl. między pojazdami","Mandat karny","Trzeźwy",NA
94439339,"2","1","Kierujący","1958-01-21","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94439951,"1","1","Kierujący","1981-09-26","Mężczyzna","Posiada","10","Nieprawidłowe: cofanie","Wniosek o ukaranie","Trzeźwy",NA
94439951,"2","1","Kierujący","2000-03-19","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94440666,"1","1","Kierujący","1975-05-29","Mężczyzna","Posiada","14","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94440666,"2","1","Kierujący","1985-04-21","Mężczyzna","Posiada","2",NA,NA,"Trzeźwy","Ranny lekko"
94440741,"1","1","Kierujący","1999-04-27","Mężczyzna","Nie posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy","Ranny lekko"
94440741,"2","1","Kierujący","1985-07-13","Mężczyzna","Posiada","8",NA,NA,"Trzeźwy",NA
94440741,"3","1","Kierujący","1988-01-07","Mężczyzna","Posiada","5",NA,NA,"Trzeźwy",NA
94440776,"1","1","Kierujący","2003-04-05","Mężczyzna","Nie posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny organ","Trzeźwy",NA
94440776,"2","1","Kierujący","1984-04-17","Mężczyzna","Posiada","10",NA,NA,"Trzeźwy",NA
94442481,"1","1","Kierujący","1993-10-30","Mężczyzna","Nie posiada",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Wniosek o ukaranie","Trzeźwy",NA
94442481,"1","2","Pasażer","2010-08-06","Kobieta",NA,NA,NA,NA,"Trzeźwy",NA
94442481,"2","1","Kierujący","1977-04-20","Mężczyzna","Posiada","17",NA,NA,"Trzeźwy",NA
94442614,"1","1","Kierujący","1993-04-03","Mężczyzna","Nie wymagane",NA,"Niedostosowanie prędkości do warunków ruchu",NA,"Trzeźwy","Ranny lekko"
94443689,"1","1","Kierujący","1951-12-29","Mężczyzna","Posiada","32","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA
94443689,"2","1","Kierujący","1985-07-21","Kobieta","Posiada",NA,NA,NA,"Trzeźwy",NA
94445092,"1","1","Kierujący","1957-08-14","Mężczyzna","Posiada","25","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA
94445092,"2","1","Kierujący","1976-03-25","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94447145,"1","1","Kierujący","1953-01-30","Kobieta","Posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94447145,"2","1","Kierujący","1989-07-23","Kobieta","Nie wymagane",NA,NA,NA,"Alkoholu","Ranny lekko"
94447184,"1","1","Kierujący","1997-12-18","Mężczyzna","Nie posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Alkoholu",NA
94447184,"2","1","Kierujący","1968-09-27","Mężczyzna","Posiada","18",NA,NA,"Trzeźwy",NA
94447712,"1","1","Kierujący","1959-06-05","Mężczyzna","Posiada","6","Nieudzielenie pierwszeństwa przejazdu","Inny organ","Trzeźwy",NA
94447712,"1","2","Kierujący","Nieustalona","Nie ustalono",NA,NA,NA,NA,"Trzeźwy",NA
94447761,"1","1","Kierujący","1988-08-07","Mężczyzna","Posiada","3","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA
94447761,"2","1","Kierujący","1987-05-30","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94447761,"3","1","Kierujący","1987-12-11","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94447908,"1","1","Kierujący","1958-07-09","Mężczyzna","Posiada","35","Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Mandat karny","Trzeźwy",NA
94447908,"2","1","Kierujący","1957-04-09","Mężczyzna","Posiada","8",NA,NA,"Trzeźwy",NA
94448142,"1","1","Kierujący","1938-08-28","Kobieta","Nie wymagane",NA,"Wjazd przy czerwonym świetle","Mandat karny","Trzeźwy",NA
94448142,"2","1","Kierujący","1984-07-22","Mężczyzna","Posiada","10",NA,NA,"Trzeźwy",NA
94448184,"1","1","Kierujący","1967-07-08","Mężczyzna","Posiada","5","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA
94448184,"2","1","Kierujący","1946-03-17","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94448191,"1","1","Kierujący","1997-01-09","Mężczyzna","Nie posiada",NA,NA,"Inny organ","Trzeźwy",NA
94448191,"2","1","Kierujący","1956-11-14","Mężczyzna","Posiada","36",NA,NA,"Trzeźwy",NA
94448880,"1","1","Kierujący","1980-05-26","Kobieta","Posiada","5","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA
94448880,"2","1","Kierujący","1959-02-18","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94449789,"1","1","Kierujący","1968-12-19","Mężczyzna","Nie wymagane",NA,"Zmęczenie, zaśnięcie","Pouczenie","Trzeźwy","Ranny lekko"
94449789,"2","1","Kierujący","1954-02-08","Mężczyzna","Posiada","31",NA,NA,"Trzeźwy",NA
94449896,"1","1","Kierujący","1989-02-02","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: wyprzedzanie",NA,"Trzeźwy",NA
94449896,"2","1","Kierujący","1972-05-25","Mężczyzna","Posiada","12",NA,NA,"Trzeźwy",NA
94450249,"1","1","Kierujący","1993-09-20","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Mandat karny","Trzeźwy",NA
94450249,"2","1","Kierujący","1971-01-26","Kobieta","Posiada","11",NA,NA,"Trzeźwy",NA
94451099,"1","1","Kierujący","1991-10-04","Kobieta","Nie wymagane",NA,NA,"Inny organ","Trzeźwy",NA
94451331,"1","1","Kierujący","1966-12-14","Kobieta","Posiada","12","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94451331,"2","1","Kierujący","1956-11-08","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94451845,"1","1","Kierujący","2004-01-08","Kobieta","Nie wymagane",NA,NA,"Dochodzenie","Trzeźwy","Ranny lekko"
94451845,"2","1","Kierujący","1964-01-20","Kobieta","Posiada","27",NA,NA,"Trzeźwy",NA
94453235,"1","1","Kierujący","1978-03-12","Mężczyzna","Posiada","15","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94453235,"2","1","Kierujący","1974-03-09","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94453268,"1","1","Kierujący","1952-07-21","Mężczyzna","Posiada",NA,"Nieudzielenie pierwszeństwa pieszemu","Dochodzenie","Trzeźwy",NA
94453268,"2","1","Kierujący","1988-02-05","Kobieta","Posiada","5",NA,NA,"Trzeźwy","Ranny lekko"
94453276,"1","1","Kierujący","1986-03-07","Mężczyzna","Nie wymagane",NA,NA,"Dochodzenie","Trzeźwy","Ranny lekko"
94453281,"1","1","Kierujący","1988-12-25","Mężczyzna","Posiada","4","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA
94453281,"2","1","Kierujący","1988-08-23","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94453299,"1","1","Kierujący","Nieustalona","Mężczyzna",NA,NA,NA,"Dochodzenie","Trzeźwy",NA
94453299,"2","1","Kierujący","1967-08-13","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94453476,"1","1","Kierujący","1954-09-06","Kobieta","Posiada","30","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94453476,"2","1","Kierujący","1965-11-25","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
