"Id","ID pojazdu","ID pasażera","Rola","Data urodzenia","Płeć","Uprawnienia do prowadzenia pojazdu","Liczba lat kierowania","Przyczyna wypadku","Kara","Pod wpływem","Obrażenia","Nieprawidłowe użycie"
97774302,"2","1","Kierujący","1983-01-11","Mężczyzna","Nie posiada",NA,NA,NA,"Trzeźwy",NA,NA
97774356,"1","1","Kierujący","1991-06-03","Kobieta","Posiada","2","Nieudzielenie pierwszeństwa pieszemu","Mandat karny","Trzeźwy",NA,NA
97774403,"1","1","Kierujący","1981-11-01","Mężczyzna","Nie posiada",NA,"Nieprawidłowe: przejeżdżanie przejścia dla rowerów","Dochodzenie","Trzeźwy",NA,NA
97774403,"2","1","Kierujący","1952-09-13","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97774589,"1","1","Kierujący","1977-03-20","Mężczyzna","Posiada","4","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97774589,"2","1","Kierujący","1998-05-02","Mężczyzna","Posiada","1",NA,NA,"Trzeźwy","Ranny lekko",NA
97774950,"1","1","Kierujący","1998-12-01","Kobieta","Nie wymagane",NA,NA,"Dochodzenie","Trzeźwy","Ranny lekko",NA
97774950,"2","1","Kierujący","1977-05-02","Mężczyzna","Posiada","18",NA,NA,"Trzeźwy",NA,NA
97775158,"1","1","Kierujący","2001-05-15","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: omijanie","Wniosek o ukaranie","Trzeźwy","Ranny lekko",NA
97775158,"2","1","Kierujący","1978-01-03","Mężczyzna","Posiada",NA,NA,NA,"Trzeźwy",NA,NA
97775420,"1","1","Kierujący","1985-09-05","Mężczyzna","Posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Pouczenie","Trzeźwy",NA,NA
97775420,"2","1","Kierujący","1954-04-18","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97776026,"1","1","Kierujący","1974-04-18","Kobieta","Posiada","21","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97776026,"2","1","Kierujący","1988-05-11","Kobieta","Posiada","7",NA,NA,"Trzeźwy","Ranny lekko",NA
97776029,"1","1","Kierujący","1946-07-23","Mężczyzna","Posiada","48","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA,NA
97776029,"2","1","Kierujący","1976-08-26","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97776848,"1","1","Kierujący","1975-06-11","Mężczyzna","Posiada","21",NA,"Dochodzenie","Trzeźwy",NA,NA
97776848,"2","1","Kierujący","2002-05-21","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97777093,"1","1","Kierujący","1983-11-08","Mężczyzna","Nie wymagane",NA,NA,"Pouczenie","Trzeźwy",NA,NA
97777093,"2","1","Kierujący","1973-06-13","Kobieta","Posiada","7",NA,NA,"Trzeźwy",NA,NA
97777599,"1","1","Kierujący","1985-02-13","Kobieta","Posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97777599,"2","1","Kierujący","1962-04-13","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97778396,"1","1","Kierujący","1986-02-11","Mężczyzna","Nie posiada",NA,"Nieprawidłowe: wyprzedzanie","Mandat karny","Trzeźwy",NA,NA
97778396,"2","1","Kierujący","1998-12-10","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97779094,"1","1","Kierujący","2003-12-11","Mężczyzna","Nie wymagane",NA,NA,"Mandat karny","Trzeźwy",NA,NA
97779094,"2","1","Kierujący","1989-02-07","Mężczyzna","Posiada","5",NA,NA,"Trzeźwy",NA,NA
97779440,"1","1","Kierujący","1985-10-09","Kobieta","Posiada","7","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97779440,"2","1","Kierujący","1999-07-17","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97779452,"1","1","Kierujący","1953-10-08","Mężczyzna","Posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97779452,"2","1","Kierujący","1949-06-27","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97779455,"1","1","Kierujący","1994-06-27","Kobieta","Posiada","1","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97779455,"2","1","Kierujący","1997-02-28","Mężczyzna","Posiada","1",NA,NA,"Trzeźwy","Ranny lekko",NA
97780514,"1","1","Kierujący","1993-03-28","Kobieta","Posiada","1","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97780514,"2","1","Kierujący","1981-09-14","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97780690,"1","1","Kierujący","1992-05-16","Kobieta","Posiada","1","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97780690,"2","1","Kierujący","1967-08-19","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97782902,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Niezachowanie bezp. odl. między pojazdami","Dochodzenie","Trzeźwy",NA,NA
97782902,"2","1","Kierujący","1971-04-26","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97783261,"1","1","Kierujący","1965-08-02","Mężczyzna","Posiada","28","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97783261,"2","1","Kierujący","1955-07-31","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97783284,"1","1","Kierujący","1951-02-21","Mężczyzna","Posiada","35","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97783284,"2","1","Kierujący","1977-03-23","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97784370,"1","1","Kierujący","1971-10-24","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Mandat karny","Trzeźwy",NA,NA
97784370,"2","1","Kierujący","1990-08-23","Mężczyzna","Posiada","4",NA,NA,"Trzeźwy",NA,NA
97785230,"1","1","Kierujący","1964-05-24","Kobieta","Posiada","2","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97785230,"2","1","Kierujący","1946-01-25","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97785376,"1","1","Kierujący","1981-07-19","Mężczyzna","Posiada","9","Nieudzielenie pierwszeństwa przejazdu","Pouczenie","Trzeźwy",NA,NA
97785376,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,NA,NA,"Trzeźwy",NA,NA
97785833,"1","1","Kierujący","Nieustalona","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97786008,"1","1","Kierujący","1980-03-26","Kobieta","Posiada","7","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97786008,"2","1","Kierujący","1993-03-18","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97786546,"1","1","Kierujący","1990-01-30","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa pieszemu","Dochodzenie","Alkoholu",NA,NA
97787542,"1","1","Kierujący","2003-08-23","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA,NA
97787542,"2","1","Kierujący","1974-03-02","Mężczyzna","Posiada","2",NA,NA,"Trzeźwy",NA,NA
97787660,"1","1","Kierujący","1971-01-25","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: skręcanie","Mandat karny","Trzeźwy",NA,NA
97787660,"2","1","Kierujący","1981-07-14","Mężczyzna","Posiada","6",NA,NA,"Trzeźwy",NA,NA
97787742,"1","1","Kierujący","1984-07-04","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97787742,"2","1","Kierujący","1950-01-14","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97787958,"1","1","Kierujący","1991-05-27","Mężczyzna","Posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97787958,"2","1","Kierujący","1966-10-04","Kobieta","Posiada",NA,NA,NA,"Trzeźwy",NA,NA
97787995,"1","1","Kierujący","1955-10-19","Kobieta","Posiada","34","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97787995,"2","1","Kierujący","1992-10-04","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97789860,"1","1","Kierujący","1969-08-20","Mężczyzna","Posiada","26","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97789860,"2","1","Kierujący","1973-05-14","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97790233,"1","1","Kierujący","1983-02-04","Mężczyzna","Posiada","2","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97790233,"2","1","Kierujący","1964-03-31","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97790302,"1","1","Kierujący","1951-01-29","Mężczyzna","Posiada",NA,"Nieprawidłowe: przejeżdżanie przejścia dla rowerów","Dochodzenie","Trzeźwy",NA,NA
97790302,"2","1","Kierujący","1973-10-14","Mężczyzna","Posiada","22",NA,NA,"Trzeźwy",NA,NA
97790490,"2","1","Kierujący","1942-08-24","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA
97790708,"1","1","Kierujący","2007-04-27","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Pouczenie","Trzeźwy",NA,NA
97790708,"2","1","Kierujący","1993-04-09","Mężczyzna","Posiada","1",NA,NA,"Trzeźwy",NA,NA
97790762,"1","1","Kierujący","1982-11-25","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Wniosek o ukaranie","Trzeźwy",NA,NA
97790762,"2","1","Kierujący","1973-03-06","Mężczyzna","Posiada","23",NA,NA,"Trzeźwy",NA,NA
97791165,"1","1","Kierujący","1943-04-16","Kobieta","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97791165,"2","1","Kierujący","1974-03-03","Mężczyzna","Posiada","14",NA,NA,"Trzeźwy",NA,NA
97791875,"1","1","Kierujący","1993-05-01","Mężczyzna","Posiada","2","Nieprawidłowe: wyprzedzanie","Dochodzenie","Trzeźwy",NA,NA
97791875,"2","1","Kierujący","1988-01-14","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97792066,"1","1","Kierujący","2000-02-25","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: skręcanie","Dochodzenie","Trzeźwy","Ranny lekko",NA
97792066,"2","1","Kierujący","1986-02-19","Mężczyzna","Posiada","9",NA,NA,"Trzeźwy",NA,NA
97792122,"1","1","Kierujący","2002-11-28","Mężczyzna","Nie wymagane",NA,NA,"Pouczenie","Trzeźwy",NA,NA
97792122,"2","1","Kierujący","1986-03-12","Mężczyzna","Posiada",NA,NA,"Pouczenie","Trzeźwy",NA,NA
97792299,"1","1","Kierujący","1994-05-24","Mężczyzna","Posiada",NA,"Nieprawidłowe: przejeżdżanie przejścia dla rowerów","Dochodzenie","Trzeźwy",NA,NA
97792299,"2","1","Kierujący","1976-03-24","Kobieta","Nie wymagane",NA,NA,"Dochodzenie","Trzeźwy","Ranny lekko",NA
97792803,"1","1","Kierujący","1994-09-23","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Dochodzenie","Trzeźwy","Ranny ciężko",NA
97792803,"2","1","Kierujący","1984-05-06","Mężczyzna","Posiada","1",NA,NA,"Trzeźwy",NA,NA
97793332,"1","1","Kierujący","1959-07-27","Mężczyzna","Posiada","36","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97793332,"2","1","Kierujący","1990-06-21","Mężczyzna","Posiada","3",NA,NA,"Trzeźwy",NA,NA
97793610,"1","1","Kierujący","1970-09-07","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: skręcanie","Dochodzenie","Trzeźwy","Ranny lekko",NA
97793610,"2","1","Kierujący","1949-03-22","Mężczyzna","Posiada",NA,NA,NA,"Trzeźwy",NA,NA
97794193,"1","1","Kierujący","1977-10-25","Kobieta","Posiada","3","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97794193,"2","1","Kierujący","1950-12-02","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97794248,"1","1","Kierujący","1981-05-10","Kobieta","Nie wymagane",NA,NA,"Wniosek o ukaranie","Trzeźwy",NA,NA
97794248,"1","2","Pasażer","2008-04-02","Kobieta",NA,NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97794573,"1","1","Kierujący","2001-04-01","Mężczyzna","Nie posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy","Ranny ciężko",NA
97794573,"2","1","Kierujący","1958-04-01","Mężczyzna","Posiada","34",NA,NA,"Alkoholu",NA,NA
97794948,"1","1","Kierujący","1981-08-08","Kobieta","Posiada","13",NA,"Dochodzenie","Trzeźwy",NA,NA
97794948,"2","1","Kierujący","2000-05-06","Mężczyzna","Nie wymagane",NA,NA,"Dochodzenie","Trzeźwy","Ranny ciężko",NA
97794961,"1","1","Kierujący","1962-05-12","Mężczyzna","Posiada",NA,NA,"Mandat karny","Trzeźwy",NA,NA
97794961,"2","1","Kierujący","1954-10-18","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97795495,"1","1","Kierujący","1950-03-06","Kobieta","Posiada","22","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97795495,"2","1","Kierujący","1956-10-03","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97796547,"1","1","Kierujący","1941-04-08","Mężczyzna","Posiada","36","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97796547,"2","1","Kierujący","1979-07-11","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97796649,"1","1","Kierujący","1997-12-18","Mężczyzna","Nie wymagane",NA,"Wjazd przy czerwonym świetle","Wniosek o ukaranie","Trzeźwy",NA,NA
97796649,"2","1","Kierujący","1970-10-18","Mężczyzna","Posiada","24",NA,NA,"Trzeźwy",NA,NA
97796928,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieprawidłowe: wymijanie","Dochodzenie","Trzeźwy",NA,NA
97796928,"2","1","Kierujący","1950-05-07","Mężczyzna","Nie wymagane",NA,NA,"Dochodzenie","Alkoholu",NA,NA
97796961,"1","1","Kierujący","1970-03-03","Kobieta","Posiada","25","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97796961,"2","1","Kierujący","1952-03-14","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97797111,"1","1","Kierujący","1950-06-22","Kobieta","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97797111,"2","1","Kierujący","1969-01-22","Mężczyzna","Posiada","8",NA,NA,"Trzeźwy",NA,NA
97797111,"2","2","Pasażer","1995-04-04","Kobieta",NA,NA,NA,NA,"Trzeźwy",NA,NA
97797111,"2","3","Pasażer","1997-08-20","Kobieta",NA,NA,NA,NA,"Trzeźwy",NA,NA
97797374,"1","1","Kierujący","1976-01-20","Mężczyzna","Posiada","19","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97797374,"2","1","Kierujący","1999-07-14","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97797815,"1","1","Kierujący","1936-01-08","Mężczyzna","Nie wymagane",NA,"Wjazd przy czerwonym świetle","Mandat karny","Trzeźwy",NA,NA
97797815,"2","1","Kierujący","1987-11-15","Mężczyzna","Posiada","7",NA,NA,"Trzeźwy",NA,NA
97797826,"1","1","Kierujący","2005-03-11","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny organ","Trzeźwy",NA,NA
97797826,"2","1","Kierujący","1994-05-19","Kobieta","Posiada",NA,NA,NA,"Trzeźwy",NA,NA
97797851,"1","1","Kierujący","1960-11-01","Mężczyzna","Posiada","10","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97797851,"2","1","Kierujący","1985-11-18","Mężczyzna","Posiada","10",NA,NA,"Trzeźwy","Ranny lekko",NA
97797973,"1","1","Kierujący","2003-03-03","Mężczyzna","Posiada",NA,NA,"Wniosek o ukaranie","Trzeźwy",NA,NA
97798300,"1","1","Kierujący","1986-08-05","Mężczyzna","Posiada","8","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97798300,"2","1","Kierujący","1993-10-02","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97798395,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97798395,"2","1","Pasażer","2007-12-05","Kobieta",NA,NA,NA,NA,"Trzeźwy","Ranny lekko","Fotelika"
97798395,"2","2","Kierujący","1963-09-06","Mężczyzna","Nie wymagane",NA,NA,NA,"Alkoholu",NA,NA
97798423,"1","1","Kierujący","2002-03-04","Mężczyzna","Nie posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy","Ranny ciężko",NA
97798423,"2","1","Kierujący","1961-11-05","Kobieta","Posiada","33",NA,NA,"Trzeźwy",NA,NA
97798611,"1","1","Kierujący","1984-10-03","Kobieta","Posiada","1","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97798611,"2","1","Kierujący","1991-11-28","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97799787,"1","1","Kierujący","1961-04-22","Kobieta","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Alkoholu","Ranny ciężko",NA
97799787,"2","1","Kierujący","1974-12-10","Mężczyzna","Posiada","16",NA,NA,"Trzeźwy",NA,NA
97799916,"1","1","Kierujący","2003-03-02","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy","Ranny lekko",NA
97799916,"2","1","Kierujący","1944-11-27","Mężczyzna","Posiada",NA,NA,NA,"Trzeźwy",NA,NA
97800664,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieprawidłowe: omijanie","Wniosek o ukaranie","Trzeźwy",NA,NA
97800664,"2","1","Kierujący","1968-06-25","Mężczyzna","Posiada","23",NA,NA,"Trzeźwy",NA,NA
97800905,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA,NA
97800905,"2","1","Kierujący","1966-05-21","Mężczyzna","Posiada","28",NA,NA,"Trzeźwy",NA,NA
97801153,"1","1","Kierujący","1971-02-19","Mężczyzna","Posiada","25","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97801153,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,NA,NA,"Trzeźwy",NA,NA
97801743,"1","1","Kierujący","1965-01-04","Kobieta","Nie wymagane",NA,"Niedostosowanie prędkości do warunków ruchu",NA,"Trzeźwy","Ranny lekko",NA
97802167,"1","1","Kierujący","1984-12-27","Mężczyzna","Posiada","6","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97802167,"2","1","Kierujący","1992-01-02","Kobieta","Posiada","5",NA,NA,"Trzeźwy",NA,NA
97802167,"3","1","Kierujący","1990-05-11","Mężczyzna","Posiada","2",NA,NA,"Trzeźwy","Ranny lekko",NA
97802186,"1","1","Kierujący","1996-08-27","Mężczyzna","Nie wymagane",NA,"Niezachowanie bezp. odl. między pojazdami",NA,"Trzeźwy",NA,NA
97802186,"2","1","Kierujący","1962-12-30","Mężczyzna","Posiada","33",NA,NA,"Trzeźwy",NA,NA
97802186,"3","1","Kierujący","1975-07-26","Kobieta","Posiada","14",NA,NA,"Trzeźwy",NA,NA
97802407,"1","1","Kierujący","1954-01-22","Mężczyzna","Nie wymagane",NA,"Wjazd przy czerwonym świetle","Mandat karny","Trzeźwy",NA,NA
97802407,"2","1","Kierujący","1974-10-31","Mężczyzna","Posiada","21",NA,NA,"Trzeźwy",NA,NA
97803030,"1","1","Kierujący","1987-02-20","Kobieta","Posiada","4","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97803030,"2","1","Kierujący","1986-11-13","Mężczyzna","Posiada","10",NA,NA,"Trzeźwy","Ranny lekko",NA
97805166,"1","1","Kierujący","2000-06-08","Kobieta","Nie wymagane",NA,NA,"Dochodzenie","Trzeźwy","Ranny ciężko",NA
97805166,"2","1","Kierujący","1977-01-09","Mężczyzna","Posiada",NA,NA,NA,"Trzeźwy",NA,NA
97806735,"1","1","Kierujący","1954-04-13","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko","Hełmu"
97806735,"2","1","Kierujący","Nieustalona","Nie ustalono","Nie wymagane",NA,"Nieprawidłowe: wyprzedzanie","Dochodzenie","Trzeźwy",NA,NA
97806814,"1","1","Kierujący","1942-12-09","Mężczyzna","Posiada","45","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97806814,"2","1","Kierujący","2004-01-09","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97807130,"1","1","Kierujący","2002-11-22","Mężczyzna","Nie posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny organ","Trzeźwy","Ranny lekko",NA
97807130,"2","1","Kierujący","1982-11-19","Mężczyzna","Posiada","11",NA,NA,"Trzeźwy",NA,NA
97807525,"1","1","Kierujący","2003-09-03","Mężczyzna","Nie posiada",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Dochodzenie","Trzeźwy","Ranny lekko",NA
97807525,"2","1","Kierujący","1961-01-28","Mężczyzna","Posiada","31",NA,NA,"Trzeźwy",NA,NA
97807738,"1","1","Kierujący","1953-12-17","Mężczyzna","Posiada","22","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97807738,"2","1","Kierujący","1936-10-12","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97808065,"1","1","Kierujący","1993-06-23","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy","Ranny lekko",NA
97808065,"2","1","Kierujący","1985-12-11","Mężczyzna","Posiada","4",NA,NA,"Trzeźwy",NA,NA
97808192,"1","1","Kierujący","1999-11-28","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA,NA
97808192,"2","1","Kierujący","1949-07-26","Mężczyzna","Posiada","26",NA,NA,"Trzeźwy",NA,NA
97808247,"1","1","Kierujący","2003-05-31","Mężczyzna","Nie posiada",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Dochodzenie","Trzeźwy","Ranny lekko",NA
97808247,"2","1","Kierujący","1979-12-07","Kobieta","Posiada","5",NA,NA,"Trzeźwy",NA,NA
97808736,"1","1","Kierujący","Nieustalona","Kobieta","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97808753,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieprawidłowe: wymijanie","Dochodzenie","Trzeźwy",NA,NA
97808753,"2","1","Kierujący","2004-07-23","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97808782,"1","1","Kierujący","1944-02-23","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: skręcanie","Dochodzenie","Trzeźwy","Ranny lekko",NA
97808782,"2","1","Kierujący","1972-03-24","Kobieta","Posiada","10",NA,NA,"Trzeźwy",NA,NA
97809372,"1","1","Kierujący","1981-01-28","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97809379,"1","1","Kierujący","1967-05-30","Mężczyzna","Nie wymagane",NA,"Niedostosowanie prędkości do warunków ruchu","Mandat karny","Trzeźwy",NA,NA
97809379,"2","1","Kierujący","1982-08-08","Mężczyzna","Posiada","11",NA,NA,"Trzeźwy",NA,NA
97810473,"1","1","Kierujący","1961-02-06","Mężczyzna","Posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA,NA
97810473,"2","1","Kierujący","1991-11-23","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97810738,"1","1","Kierujący","1952-03-12","Mężczyzna","Posiada","24","Niezachowanie bezp. odl. między pojazdami","Mandat karny","Trzeźwy",NA,NA
97810738,"2","1","Kierujący","1935-08-11","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97811468,"1","1","Kierujący","Nieustalona","Kobieta",NA,NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97811468,"2","1","Kierujący","1993-06-14","Mężczyzna","Posiada","2",NA,NA,"Trzeźwy","Ranny lekko",NA
97811496,"1","1","Kierujący","1975-08-23","Mężczyzna","Posiada","19","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97811496,"2","1","Kierujący","1990-11-29","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97811504,"1","1","Kierujący","1979-03-14","Kobieta","Posiada","16","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA,NA
97811504,"2","1","Kierujący","1974-06-17","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97811813,"1","1","Kierujący","1978-03-26","Kobieta","Nie wymagane",NA,"Nieprawidłowe: wymijanie","Mandat karny","Trzeźwy",NA,NA
97811813,"2","1","Kierujący","1995-07-10","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: wymijanie","Mandat karny","Trzeźwy",NA,NA
97814579,"1","1","Kierujący","1991-05-29","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: wyprzedzanie","Dochodzenie","Trzeźwy",NA,NA
97814579,"2","1","Kierujący","1975-11-21","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97814902,"1","1","Kierujący","1994-07-15","Mężczyzna","Nie wymagane",NA,NA,"Pouczenie","Trzeźwy",NA,NA
97815352,"1","1","Kierujący","1976-12-29","Mężczyzna","Posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97815352,"2","1","Kierujący","1960-05-11","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
